descriptor,PLS1_weight,PLS2_weight,PLS3_weight,PLS4_weight,PLS5_weight,PLS6_weight,PLS7_weight,PLS8_weight,PLS9_weight,PLS10_weight,PLS11_weight,PLS12_weight,PLS13_weight,PLS14_weight,PLS15_weight,PLS16_weight,PLS17_weight,PLS18_weight,PLS19_weight,PLS20_weight
nHBint5,-0.0009412792243892538,0.03917116310235542,0.10264270447023759,-0.022073791536366242,0.014967616585678528,-0.010764735876053933,0.03634379369426339,-0.05016914398576206,0.04516795656309768,0.03611064968479863,-0.050873691390004784,-0.013998954351756058,0.020237314818892294,-0.05951598090006486,-0.019753282989809478,0.011325274586164976,-0.04929837753698748,-0.008266680011564824,0.02808536220512628,0.036691865967336354
nHBint6,-0.002597727968625133,0.04776235617370531,0.1029782542243133,-0.04063737582466508,0.032487414316212375,-0.010269778981136212,0.03317392850478777,-0.0299025853870061,0.015423886954088214,0.019821508859819353,-0.04333030500874199,-0.0538043198956779,-0.03525728542448762,0.06208581325831045,0.03492667151465625,-0.03401012399884833,-0.06689821394379952,0.05293470606961094,-0.04263981868477309,-0.038389454611997144
nHBint7,0.002200067259930869,0.053446678180524974,0.07606366839548202,-0.05624079330504371,0.03758112702392178,-0.0504368972041361,-0.008922958014816977,-0.04897646181607196,0.02233026921858411,0.016099085353517152,-0.08877250821224071,-0.061283142385234385,-0.026705695765390745,0.030625075874626304,0.04118526656980055,0.011096525444486168,-0.03541259162027304,-0.003221890597758014,-1.386639705937059e-05,0.03606620753025541
nHBint8,-0.0007762547869070384,0.04653885357205343,0.10992392083255635,-0.017051746704409627,0.027790335524080174,-0.00950488778071344,0.07146243276742882,0.014808946389558668,-0.0110840334562324,-0.03268203871469991,0.01013161376753021,-0.01651886755319726,0.008812178256511273,0.002923425742406192,0.01162143797097518,0.01672178276139269,0.019132692751004533,-0.00868243573393734,0.008400020277892368,0.009467575313429302
nHBint9,0.0008973900379795552,0.045912282800662674,0.10555060570232519,-0.035286482278500106,0.027007284939135925,0.00027849151258687953,0.05140652448735618,-0.005816191220853374,0.001112112961994707,-0.002659542057100917,-0.013838393451755361,-0.004097006204555107,0.007060774614725735,0.016241920827855767,0.016077768151700565,0.002601805152578002,0.016079052598935283,-0.03813260201846331,0.016854746678237387,-0.009427271326895565
nHBint10,0.04003067388165876,0.01049482068764247,0.08978630739405913,-0.061509665876350976,0.05456929778363575,-0.030145389607241176,0.030333203184441195,0.005512824654503781,0.0053927109798026975,-0.025966693459768212,-0.025265160177561884,0.03868324473189622,0.02875423676806841,-0.029880270422282862,-0.01154335898405442,0.023679409813648095,0.0137268693531823,-0.10621193079004582,0.06334364578812558,0.0908153668914153
nHsOH,0.07612181382568205,-0.08966327209860266,0.04638634128360972,-0.11382941072699337,0.05158838325180719,0.01633939194780823,-0.039156114819774615,-0.0027275724640831956,0.04999453650510126,-0.049890473823032876,0.007473448455675722,0.03164756560329605,0.035857545664689454,0.030570455341853816,0.05041205696912794,0.01232404714457437,-0.06307689719987818,-0.026830390299961107,-0.04487340242605513,0.002871004340834243
nHdNH,-0.005936291499763922,0.05077267633463088,0.09332371532438215,-0.038039984452100155,0.05042863494304484,-0.03353170692550869,0.03196992856813357,-0.03835170087952646,0.002832997852373238,-0.009114800091323082,-0.01054866025933331,0.005636668756499902,0.025638209611627716,0.0037611758934198436,-0.01255809123554674,0.0013504735795899735,-0.015868396581500372,0.031972195633317865,0.017709499799940912,-0.02482484932351397
nHsSH,-0.005025453481062804,0.0019048514593385866,0.002332490474710184,0.01260351485192481,-0.01239975390068724,-0.0074427947457035015,-0.023872561295710273,-0.012054732748983162,-0.02180981405607926,-0.03532751774812276,-0.04011922049492018,-0.0008733457574754681,0.05034960271710296,0.05047953391781129,0.005088669209719375,0.02322568085367087,0.03166649436785913,0.05149266718427519,0.028278973574645712,-0.009882353185534978
nHsNH2,-0.0087602610842636,0.05277172178189361,0.10149577730669501,-0.015907721410567798,0.026121136993320745,0.0016736657858931307,0.057470906736120854,-0.030654305910095048,0.00716937099165175,-0.0064277721790192074,-0.001940074926247574,-0.011597649007971542,-0.009575185956355113,0.031001896541772583,-0.019087254449023115,0.022457210967342742,0.006654473555025562,0.026021365595038728,0.007908610987271199,-0.03676023157776594
nHssNH,-0.0318697665726689,0.08429332238871762,0.06949305912257012,-0.002965780522205981,-0.0036288205207147197,0.014565412254332047,0.07501275743439138,-0.014691783720709145,-0.04232353762814282,0.001776227973181442,-0.0205084604656779,-0.012161303861464244,0.027617279946768547,-0.006422735858356478,-0.011069103591443096,-0.01951688548273554,0.03188217615877421,-0.018846899761542357,-0.03532793670330495,0.0026223088722479343
nHaaNH,-0.0069357503357336805,-0.005615641428085541,0.045193196573767386,0.09805097962799748,0.01581669465654476,-0.12853012006237272,-0.0017911195181486322,0.034396402841373706,0.02578790445960445,-0.06627783975529476,0.057666615038616774,-0.09363742957922817,0.04619040747836007,-0.10309365454168634,0.02325486804844527,-0.01892392699292392,0.009848131742258404,0.040446049144432804,0.05288579537450651,0.06552696361682121
nHtCH,-0.0009573361888897793,-0.0071443704670930445,0.01561732787944796,0.010896237237896497,0.016549323040542727,0.05113439135577539,-0.006034315024362527,-0.011648261079898099,0.049169386938670685,-0.07005518395770668,-0.07529949256624371,0.09229831456560639,-0.04143982923002213,-0.044145909714071035,-0.03449272588446222,-0.0555591220188221,0.08703122266632513,0.051440188351192594,-0.05529409987469851,0.12537739252230792
nHdCH2,-0.017639430834287158,0.0034587653729616567,-8.194106244989159e-05,-0.0030313877472248657,0.009243601087679444,0.07324517846454272,-0.019549686315042687,-0.019822197854329215,0.06611333057872942,-0.08493726389053595,0.01784278338526459,-0.023157156323417645,-0.02178352862827289,0.0028547834737975824,-0.049748832325068056,-0.05265846980370204,-0.021884549742955915,-0.03898928653589121,-0.0050658930619191505,-0.009998138080404813
nHdsCH,-0.006983772249978701,0.017257051186518074,-0.00888044137704365,-0.0183166041172163,-0.02373945220507131,0.06735529438237775,-0.05495405413973777,0.04032903577893785,0.03995599639906726,-0.08866829808438928,-0.003454140711496611,-0.06423012808462585,0.11618555285913293,0.08733764139218572,-0.08240019897580902,-0.022934808053265813,0.008440418636366302,0.04920796761647788,0.02334569333932037,-0.05543163617380459
nHaaCH,0.08876580933898841,-0.018675040533616467,-0.04948818547055633,-0.03994744888427986,-0.06275572916716612,-0.04716501223908011,0.040628307387409156,0.00012022974212791906,-0.020736116530477924,-0.0033178332411446907,-0.004315567636699062,-0.015684095311547283,0.018389422390478978,0.009807157240205174,-0.01911082642924654,-0.05804414116715104,0.028498843699000832,-0.02259267063414309,0.003919528741521323,0.03784937290237084
nHCHnX,0.01576314016386482,-0.011905672916555268,0.013273935787162449,-0.01282907334980818,0.018322486880361442,-0.019188587150377204,0.011669837295980288,0.09652406493064714,-0.07174021720592248,0.06871755563957167,-0.08213714017204685,0.06072616053175186,0.04818933044730173,0.0746539423312946,0.024181936499175567,0.047558943533238314,0.08062876017350316,0.10592461304771561,0.10982030358758264,0.017342698107353016
nHCsats,0.06272207917425814,0.04182398639735398,0.02491053528941188,0.040447713895559664,0.06352225860588545,0.04138947690514673,0.009881232861965608,0.014262945255593705,-0.07099617368260999,-0.009113284457891587,0.00028640006227013444,-0.013713460052056925,-0.0009034433511300094,-0.053715241364690476,-0.00520517680241348,0.03629096627728419,0.056791080593745207,-0.05553162714607376,0.008581338854145694,0.0010437676491060846
nHCsatu,-0.01313406053652105,0.07859271854209846,0.02955769812337339,0.004144282679074283,0.029142133999312796,0.023916677192868593,-0.0385526448886825,-0.06375927906335171,0.08721807886256765,0.025378934976243828,-0.017917182384757507,-0.0007901364425446448,0.03766818028133285,-0.03449387214318566,0.021613774464529546,0.06640428131626648,0.09355601351922527,-0.02394180970857219,0.07117073405350276,0.03622586651454657
nHAvin,0.010997323062443666,0.002152051467935891,-0.0021269450936520205,-0.013706139572092444,-0.0569877835099297,0.024738666114805092,-0.05723992947763682,0.013539809679732827,0.07271344497468969,-0.0384658393786674,-0.009877112174226781,-0.08620896343615782,0.06696024342711243,0.13516281064788246,-0.017283667751792943,-0.08295458899491982,-0.01913422859901543,0.017585207887542635,0.024058041433405886,-0.08956163045437461
nHother,0.08623504082737987,-0.01474157480793964,-0.05125754003797269,-0.04391035226737721,-0.06730018396175104,-0.029362440975403057,0.027799338927960104,0.007995621694890627,-0.009238252088404895,-0.0260649149776799,-0.004293176734287282,-0.030496065129851695,0.042517703671088765,0.02877120511191064,-0.03896461416714057,-0.06505024802621198,0.029308003608246463,-0.013539799879948557,0.008737874479245962,0.025330215833648913
nsCH3,-0.012990703176293254,0.05400126057929482,0.00943621832449273,0.011016650107106372,0.032089231404889174,0.07538031755928067,0.021955899349390767,-0.0188708891199859,0.05864223997999242,0.14231112361713796,0.11099066640994272,-0.03393671163437288,-0.03201222715593888,0.0073848765375626995,-0.07698160016461666,-0.0198606306731587,-0.0029152945417157076,0.010145673572359078,0.06355536169865578,0.0034727186795164436
ndCH2,-0.01763943083428717,0.0034587653729616498,-8.194106244989365e-05,-0.0030313877472248605,0.009243601087679453,0.0732451784645427,-0.019549686315042614,-0.019822197854329184,0.06611333057872937,-0.08493726389053587,0.017842783385264478,-0.023157156323417537,-0.021783528628272895,0.0028547834737978417,-0.04974883232506796,-0.052658469803702,-0.0218845497429558,-0.03898928653589097,-0.00506589306191919,-0.009998138080404985
nssCH2,0.06143756660991467,0.04809489356412894,-0.015545676324869062,0.026351813079167456,0.06612997097691808,-0.009353697001410593,-0.019555302394890735,-0.021043686111145952,-0.06500342176763943,0.006921139672535893,-0.023562837857122664,-0.02399882665358526,-0.03001413807244291,-0.03293915660818594,0.0518740265854726,-0.0016178939640187169,0.03122868048643731,0.01707718588773296,-0.07721942456826637,-0.024177660728699927
ntCH,-0.0009573361888897755,-0.007144370467093035,0.01561732787944796,0.010896237237896454,0.01654932304054276,0.05113439135577538,-0.006034315024362516,-0.011648261079897993,0.04916938693867073,-0.0700551839577066,-0.07529949256624377,0.09229831456560635,-0.04143982923002198,-0.04414590971407124,-0.034492725884462165,-0.05555912201882202,0.08703122266632513,0.05144018835119265,-0.055294099874698376,0.12537739252230795
ndsCH,-0.006983772249978697,0.017257051186518078,-0.008880441377043649,-0.018316604117216275,-0.023739452205071315,0.06735529438237775,-0.05495405413973777,0.04032903577893786,0.03995599639906724,-0.0886682980843893,-0.003454140711496587,-0.0642301280846258,0.11618555285913297,0.08733764139218578,-0.08240019897580905,-0.022934808053265827,0.008440418636366276,0.04920796761647788,0.0233456933393204,-0.055431636173804574
naaCH,0.08876580933898841,-0.018675040533616467,-0.04948818547055633,-0.03994744888427986,-0.06275572916716612,-0.04716501223908011,0.040628307387409156,0.00012022974212791906,-0.020736116530477924,-0.0033178332411446907,-0.004315567636699062,-0.015684095311547283,0.018389422390478978,0.009807157240205174,-0.01911082642924654,-0.05804414116715104,0.028498843699000832,-0.02259267063414309,0.003919528741521323,0.03784937290237084
nsssCH,0.04454058279136461,0.030491155390013364,0.05429972435796751,0.0325253834561777,0.027064917846942062,0.08704513206407002,0.014846287886081295,0.028353132407705175,-0.03056275985674425,-0.03569852861718244,-0.05336243302966568,-0.012662483041059274,0.01071907647151904,-0.041587109581452564,-0.027893069238601978,0.059128661153546126,0.0008292002018192064,-0.09285139706414468,0.11624093543688743,-0.002566510623031031
ntsC,-0.016046308131603806,-0.001080602479332213,0.0036451171218147443,-0.0027151186787056584,0.010678358273734785,0.013437483960527179,-0.00762555189360131,-0.028306339355918107,0.008975867073630864,-0.07951529792928388,-0.0932297778091397,0.06853113351226241,-0.10700644392562272,-0.039731896549245735,-0.04920038512098735,-0.08481262673240778,0.08591008091977122,0.02489014732446914,0.07386410778512442,-0.030847781791560974
ndssC,-0.03368584563089694,0.0840059405282813,0.040204551231702586,0.03992924985324654,-0.05920582219356195,0.063078373624773,0.017315498967616885,0.016266922039019478,0.016789919943673362,-0.012808885557250313,-0.009861286985999166,-0.0403182431657103,0.049398636291079386,0.012454225444395381,0.09609465573169818,-0.01626749203281791,-0.01326871462045308,0.11948202627130061,-0.009965567894156988,0.03124996432562942
naasC,0.07582084691947802,-0.038656719951320945,-0.014923987029527687,-0.07663158002018612,-0.057083723039617874,-0.018840213806765295,-0.038079776927609645,-0.03277890650121111,0.042816466797058944,0.025088460697103195,0.042911184017317645,0.0363222509349257,-0.013361131148123954,-0.015296702513496088,-0.034392786376509235,0.024082180289878068,-0.05320657422765601,0.027099920849354014,0.0007543225307509419,-0.022248886749598826
naaaC,-0.007979800025821668,-0.01819659192742973,0.0001494980361093589,0.00039783447743538307,0.008949178726399979,-0.09048900619522451,0.14514760990699246,0.06622586411378023,0.07245695865373923,-0.030121755410044897,0.04114203364047998,0.05356619196193061,0.004842662875106443,-0.012576193403968497,-0.04456494736311184,0.027574347372646184,0.05491954297334568,-0.030041212656529207,-0.03933513972447018,-0.011829812199609987
nssssC,-0.011151402546937531,0.0297059276610553,-0.008740765184369302,0.013450963871447117,0.11229363554325317,-0.02863059786284444,-0.07586988913953936,0.08981778198063689,0.04611273051154571,-0.011623992663853298,0.038280555207579496,0.016166465747380423,-0.02177332857858392,0.01812886342869568,-0.005360896534622582,-0.048706434982305334,0.02480870980640709,-0.032717740211900985,0.013047618640187459,-0.01154555580025289
nsNH2,-0.0087602610842636,0.05277172178189361,0.10149577730669501,-0.015907721410567798,0.026121136993320745,0.0016736657858931307,0.057470906736120854,-0.030654305910095048,0.00716937099165175,-0.0064277721790192074,-0.001940074926247574,-0.011597649007971542,-0.009575185956355113,0.031001896541772583,-0.019087254449023115,0.022457210967342742,0.006654473555025562,0.026021365595038728,0.007908610987271199,-0.03676023157776594
ndNH,-0.005936291499763922,0.05077267633463088,0.09332371532438215,-0.038039984452100155,0.05042863494304484,-0.03353170692550869,0.03196992856813357,-0.03835170087952646,0.002832997852373238,-0.009114800091323082,-0.01054866025933331,0.005636668756499902,0.025638209611627716,0.0037611758934198436,-0.01255809123554674,0.0013504735795899735,-0.015868396581500372,0.031972195633317865,0.017709499799940912,-0.02482484932351397
nssNH,-0.0318697665726689,0.08429332238871762,0.06949305912257012,-0.002965780522205981,-0.0036288205207147197,0.014565412254332047,0.07501275743439138,-0.014691783720709145,-0.04232353762814282,0.001776227973181442,-0.0205084604656779,-0.012161303861464244,0.027617279946768547,-0.006422735858356478,-0.011069103591443096,-0.01951688548273554,0.03188217615877421,-0.018846899761542357,-0.03532793670330495,0.0026223088722479343
naaNH,-0.0069357503357336805,-0.005615641428085541,0.045193196573767386,0.09805097962799748,0.01581669465654476,-0.12853012006237272,-0.0017911195181486322,0.034396402841373706,0.02578790445960445,-0.06627783975529476,0.057666615038616774,-0.09363742957922817,0.04619040747836007,-0.10309365454168634,0.02325486804844527,-0.01892392699292392,0.009848131742258404,0.040446049144432804,0.05288579537450651,0.06552696361682121
ntN,-0.018171027134921202,0.0021353721652805427,-0.0007705838650334939,-0.005447560348036771,-0.0011079560416964772,-0.014538375052854716,-0.014952848969457052,-0.040290700931001656,0.001970101274739893,-0.04172315760722793,-0.07804144198641226,0.04575773022703342,-0.07275732394631633,-0.058062135207614496,-0.06351998107141578,-0.05674416938172903,0.03820288962867471,0.034670440099501716,0.08982240013490839,-0.08502545530854294
ndsN,-0.05314169131066735,0.041682151277281386,-0.047347773229517366,-0.05063269048119026,0.0010555703261464593,0.009066957810788128,-0.010286147949055515,-0.008658521687973866,-0.06321122720720579,-0.09269812552316947,-0.04795231569055832,-0.052607037824964106,0.03296774852766858,0.026884283648457217,-0.016725325264862572,0.059059182770496335,0.006072338139412308,0.033719406156581054,0.029720532957539878,0.025517431803472265
naaN,-0.07179467036053587,0.04689174106341908,-0.02925394307257227,0.030989077159733213,-0.002814442276939632,-0.09640621371978265,0.017734933003485904,-0.024415130238084486,0.05254357219289759,0.023333851345183728,-0.011487126458375505,0.007574874541329816,-0.03159071993348922,0.011810539799795449,-0.013342064906571353,-0.04518722843598705,-0.011580460361211228,-0.020973280434398073,0.03105679036146244,-0.048904875130732946
nsssN,0.05331746051167995,0.01706725520920887,-0.030729690769011955,0.022110483994565652,-0.0312776105730391,-0.016236669892580612,-0.08263872732934127,-0.07720482120035405,-0.021227282435042554,0.0522914192288333,-0.053814508652209075,0.013077866398673947,0.005951853197298453,-0.03969318608356274,0.031505212891928334,-0.004089234129577429,0.02607923406793284,-0.032207657367074566,-0.019964633649996254,-0.0037866970238848393
naasN,-0.009008990193737403,0.037318915837064655,-0.060486899030281586,-0.025202653975118634,0.007433476958601311,-0.020918632033117248,0.12381691547027937,0.047680917658401274,0.03700464330997891,0.029375317933089826,0.05630493874214146,0.09547500654353536,0.01011590321679718,0.004632171792157276,-0.06791168123669795,-0.001954668640769405,-0.004272137874791029,-0.04317921483954042,0.0564912332903242,0.06304526772680408
nssssNp,0.0014340483935509091,0.0015621465029917322,-0.005424367769362201,-0.007070084081868593,0.0035784809090760768,0.0071076332952595194,0.021915782602904027,0.0062137920866356024,0.017653336501456594,0.018532300577936325,0.033775561282119185,0.013574931005054811,-0.03458619208286905,0.031146501798814327,-0.020907507655182067,0.029184323374335196,0.023176841211310882,0.004747013633293937,-0.04535272691881316,-0.014204831822462662
nsOH,0.07612181382568205,-0.08966327209860266,0.04638634128360972,-0.11382941072699337,0.05158838325180719,0.01633939194780823,-0.039156114819774615,-0.0027275724640831956,0.04999453650510126,-0.049890473823032876,0.007473448455675722,0.03164756560329605,0.035857545664689454,0.030570455341853816,0.05041205696912794,0.01232404714457437,-0.06307689719987818,-0.026830390299961107,-0.04487340242605513,0.002871004340834243
ndO,-0.05729775137184914,0.1108380831159119,0.01884806421984035,-0.006913707893809158,-0.0499614965762219,0.025021311250503293,0.004778842554890306,0.046538567584239625,-0.022959402193226886,-0.013850748482972125,0.02912237103702132,0.012750505406883285,0.0609208443135614,-0.011047765778990517,0.008145682136999944,0.012947349342905931,0.01116860263833775,-0.039837233423364565,-0.013428741650984049,0.09017617798433099
nssO,0.04401623375172639,0.03514076919030937,-0.0663647688497891,-0.03451122324713526,-0.05516378278330954,0.04521615684295769,-0.03923721115590398,-0.02886898247434188,-0.0393840970724737,-0.03375252993330508,0.06989388859418114,-0.023988437279974732,-0.1289013726756206,0.007791262046443129,0.061064712967703036,0.05497876356224758,-0.0521493098241066,0.07430363667970458,0.03536895657667627,-0.05224615424662355
naaO,-0.061499777828458155,0.021157291382236567,-0.012964681326078363,-0.00455349774965148,-0.04198424765051946,0.015184974825590137,0.06231988606374357,-0.005756262397112063,0.05508326687373214,0.030528760105380703,-0.02758597164445387,0.05498112876664083,-0.004564732129949695,-0.03929418316629558,0.0006241428686538402,-0.024282928392001035,-0.021326370991474018,-0.07391654562998938,0.04839495374175308,-0.11746675369908736
nsOm,-0.013494852295067979,0.009649196278166761,0.007311446259091761,0.024690896322906726,-0.04209640877026784,0.013303325996037667,-0.022275197389425877,-0.028409768435468913,0.03372026427323169,0.041657565033892036,-0.05939733814054016,0.019877303930326443,0.04595517243585243,0.010450011909254762,0.025306952030400794,-0.007146138578305609,0.022660223709205143,-0.002533953285717139,-0.0026643211980666307,0.03537301458713399
nsF,0.0190623104362708,-0.043366943302823334,0.08520799515184511,0.03173133762673353,-0.04529806086685264,-0.04516507870635672,-0.07236485330157647,0.1270805744065841,-0.01991055109196399,0.04742482544675636,-0.009448793298076867,0.003318663794027545,-0.03316196805406796,-0.07038180644565613,-0.048889438222943046,-0.04170611822578622,0.05097574479028218,0.04747464090996512,-0.01062339375700743,-0.0682136854787825
ndsssP,-0.007869313559192747,0.01097136685238,-0.0019808555405607386,0.015493079154314688,-0.02412799620015747,0.025669936564334025,-0.00175222410171892,0.010596072461238738,0.008074857122672066,0.0328819521743109,0.0019221406031631073,0.009467706001138543,-0.029865270930573493,0.02835133969345764,-0.018336139483390423,0.020676500148869854,0.02936956301119085,-0.04206558430820672,-0.0426048465294427,-0.038105340923896794
nsSH,-0.005025453481062804,0.0019048514593385866,0.002332490474710184,0.01260351485192481,-0.01239975390068724,-0.0074427947457035015,-0.023872561295710273,-0.012054732748983162,-0.02180981405607926,-0.03532751774812276,-0.04011922049492018,-0.0008733457574754681,0.05034960271710296,0.05047953391781129,0.005088669209719375,0.02322568085367087,0.03166649436785913,0.05149266718427519,0.028278973574645712,-0.009882353185534978
ndS,-0.014220386331224634,0.01102613484802167,0.013159045432734856,0.0555531151504792,-0.06269507082995668,0.046200742475494716,-0.0352618604708134,-0.06126735598335429,0.025491519709291185,0.07526417811670047,-0.07064897570160315,0.05915105695186149,0.052341620868160715,0.07085180613780752,0.1785421269184909,-0.07370282073491535,0.09218088712776415,-0.08924275289419369,-0.08931828300049273,-0.07661511834377831
nssS,0.0238799168582456,-0.009115863509481813,0.05904799826603568,0.07836277835969813,-0.033089639479985576,-0.029893000534169108,-0.10447385776987453,-0.11408195844383914,-0.02757790312605469,-0.03395782500798411,-0.06469433170081759,0.039699348767403615,-0.008808786084090853,-0.018227624654111665,-0.047340186667119484,0.0007331573428624014,-0.14177981917074337,-0.009399668329987225,0.09480344036423193,0.030960510206044026
naaS,-0.01058186258892563,0.013661870308692772,0.004157502142113956,0.05026146891751609,-0.03979352237233423,-0.07144605604972873,-0.05750534455040804,-0.059605632992243286,0.030511210938376974,-0.04572164407374608,0.026274968749149072,0.03510343313208438,-0.05807381571649671,0.1383469002994796,-0.061647046601326125,0.0876748944408109,0.021990857587319217,0.013139484836167614,-0.16274597427669593,0.015407553028351605
ndssS,0.005667536754051738,-0.0024597356342518618,0.01076908853112727,0.011103733847379844,0.0022030329547271413,0.0023661846567457697,-0.0010942948642817397,0.03263611373678923,-0.008352244387423541,0.03482375697049659,-0.030836158236089255,0.004184393418111568,0.02132673030276312,-0.05808808712036791,-0.026093554855142198,-0.03299499231198648,-0.0518005326796978,0.009383132989435845,0.04170709580912447,0.06043496223523349
nddssS,-0.011793199208627977,0.03238537427336214,-0.017562689874547757,0.0050810329694362,-0.056535295142759984,0.03505706570386786,-0.012492413471674176,0.057795781898967884,-0.017621855547366262,0.0493719084838684,-0.03960062420026483,-0.0019967971287916477,-0.01171431333342182,0.015510487692506722,-0.048563000051403946,0.006289535779185791,-0.03616938436226575,-0.07499456873740745,-0.05149111170849289,0.0481972148882031
nsCl,-0.013384694709109338,-0.006118050170256285,0.01092395760383669,0.008444556742167812,-0.002840973518851128,-0.028180246274731372,0.006440129914693213,0.006757072754946039,-0.025879917953950036,0.01893697652618768,-0.02075010633758864,0.027897822372737312,-0.07144312927964563,0.08209757003623283,-0.08105335460834462,0.10208102234198316,-0.020756659169334946,0.04665512512071812,0.01737591062674312,0.07761525475111093
nsBr,-0.020256329364625642,-0.004654918375587055,0.0076884596552581124,0.0015839590319774693,0.026694624693485488,-0.052287624979232575,0.00724232323342522,0.04542297029518839,-0.04408879906052666,-0.0015618610272360883,-0.03507758399143519,0.058314735834604774,0.032623820429206724,0.05811088701118373,0.026347666682830114,0.001640142663684339,-0.09423837823217365,0.005559083515361968,-0.03255364109396709,-0.03943348095621241
nsI,-0.009682703660747412,0.006240652842746242,-0.011320993058908978,-0.018809954121718132,0.024664162532217194,-0.003151931842005732,0.03139487616402046,0.053515017393154965,-0.06588914468508746,0.047915530961740296,-0.073329433753835,0.021457351470097762,0.0715479592438343,-0.00501158220546445,0.033366918696127096,-0.0473074798281378,-0.034111954099091235,-0.0752928934425787,0.04188869808470486,-0.03337313410154789
SHBd,0.02599376436266266,-0.013009810493706288,0.13165377561057723,-0.07264614117167907,0.025665187995785026,-0.005819919770713195,0.030897010498125894,-0.017113024965684055,0.018623062121645856,-0.06664788573558,0.012255193817536316,0.01234257609896537,0.06852156303767346,-0.008637722162294711,0.010505080665941071,0.015595150085186497,0.012690129169160767,-0.0319110739453543,-0.021689164517781655,0.01455184828901242
SwHBd,0.013873054205106386,-0.007890119037167742,0.008723998932672304,-0.024832456994247402,0.02286080794159708,-0.04045053885567042,-0.014279947205988904,0.08441942166552302,-0.06579121495461868,0.0627410041867367,-0.04412153275934,0.09730822386114929,0.07005085018578891,0.056254354376655956,0.02734386287446549,0.02816959349191721,0.06704193451255902,0.13842457417836393,0.0934933612400772,-0.02491508306553419
SHBa,0.011941842449892019,0.04984230611246343,0.07714377394615134,-0.053161717227190555,-0.03796680075606231,0.006540049452524828,-0.03180852034711976,0.06991615810777993,-0.0054123729131279694,-0.003001738521383385,0.01810793770863827,0.010432052563816083,0.001369377790526694,-0.02999733689505798,0.022920575322105684,0.005658720951565165,-0.006217582239748009,-0.0014095036059479868,-0.020713790874873954,-0.0030773975145315085
SwHBa,0.09265472516635508,-0.016099549391794837,-0.06531302970884073,0.006050946795260872,-0.041978053027310155,-0.03487038290949927,0.04219794572447816,-0.03675281441491295,0.013627795692607012,-0.027880927069019006,0.010242955912682618,0.01627762879931332,0.04376322976215346,0.03510219251601482,-0.053257282190658874,-0.04928614914816001,0.03217071747451996,-0.003065496412950984,0.0255468820565081,0.04483306886676916
SHBint2,-0.017566744583719245,0.0646133603044406,0.092472173175664,-0.005494635830857333,-0.014918599365406135,0.012360699888981825,0.04265406520214105,-0.0009621210673066738,-0.01058026525694643,-0.013629143311256217,-0.0056079399728665704,-0.027764527310278828,0.013374301394493275,0.051946391568319344,-0.00391602599507242,-0.022260851496082944,0.021958922991219636,-0.004933977295662384,-0.009228172611697009,-0.027050315809268942
SHBint3,-0.01301459112693087,0.03588978653224772,0.08861349933143063,-0.06845028994689803,0.07169090259448391,-0.0623786932649708,-0.023414340144277363,-0.04337107435388081,0.016239663121954774,-0.04033241765022766,0.05275364004747669,0.04352448420314264,-0.03291101926959616,0.03399623100391132,0.05749716911997672,-0.04470593633340476,0.04054135514984585,-0.03980020267180393,0.01767301051311879,0.0012283638374989982
SHBint4,-0.04060732620367476,0.021833838029614982,-0.032538424101316556,-0.09965461746513146,-0.0017024571067440204,0.04261168355541813,0.025114891225867696,0.03516236595340324,-0.012213337862369344,-0.03317729987557488,-0.013784232603003746,-0.038473816493084866,0.005960724984146841,-0.03827478220741449,0.06510577741273597,0.07769149242944388,0.043157230725717505,-0.042725434280988246,0.01391669976360289,0.04919219094450518
SHBint5,-0.0012639068805798401,0.02442258557917193,0.11297354957396562,-0.005273125888417223,-0.004775418906225185,0.020616232110769177,0.03762198088958299,-0.03599469598198186,0.04995738294701804,0.03695404990981343,-0.03336116597986094,0.005049594254622485,0.04672142128620441,-0.09838818228768491,-0.027016756461717962,0.025291447779919034,-0.024315543270589893,-0.03882891103121993,0.06804015276977336,0.08055103958539221
SHBint6,-0.02459195698642584,0.04950980982715602,0.08174005513774212,-0.05784948850758453,0.018122920621685953,0.020580538680818015,0.04515387122708465,-0.00021003797258120163,0.00472609665666947,0.02280352181004962,-0.032992013114663515,-0.0493660489003953,-0.010488478828262562,0.014997149147164249,0.016851138803169755,-0.018234791175513757,-0.06617907562960161,0.0620525430825148,-0.03226231714611104,0.029863552512308274
SHBint7,0.004516276586118955,0.0362210550957414,0.06208508715265107,-0.05585545795355921,0.010823034698442752,-0.023654291309828424,-0.007802217793049151,-0.004676518110727136,0.008735413537263126,0.0059419868572466155,-0.09338522050303338,-0.06875123488536887,-0.005835098793038498,-0.011315735627616636,0.013023744933105872,0.060068165289121185,0.02230278469532142,-0.0636020366319414,0.04849085494478929,0.11639130098937364
SHBint8,0.0007625939789288372,0.031595233777988015,0.12471775915536587,0.004528453163715455,0.014194046966543245,-0.00524738172885818,0.07541826724234475,0.039322112504910585,-0.018385977272298064,-0.04768247237728358,0.026139424861849545,-0.01947215165411186,0.004872226676421515,-0.001166109535704675,0.021716303829969735,0.02274897522604711,0.03213767964585568,-0.005687674691071071,-0.012951067035443744,2.605896272279103e-05
