descriptor,variance,std,range,n_unique_values,unique_value_ratio,dominant_value,dominant_value_ratio,is_constant,dominant_value_ge_90pct,dominant_value_ge_95pct,unique_ratio_le_1pct,is_near_constant,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,is_rare_binary_like
maxsPbH3,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
maxssPbH2,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
maxsssPbH,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
maxssssPb,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
n9Ring,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
n10Ring,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
n11Ring,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
nF4Ring,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
nF5Ring,0.0,0.0,0.0,1,0.0005065856129685917,0.0,1.0,True,True,True,True,False,binary_like,True,True,True,False,False
nHsSH,0.0005063289839853334,0.02250175513121884,1.0,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,binary_like,True,True,True,False,True
nssssNp,0.0005063289839853278,0.022501755131218715,1.0,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,binary_like,True,True,True,False,True
nsSH,0.0005063289839853334,0.02250175513121884,1.0,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,binary_like,True,True,True,False,True
ndssS,0.000506328983985344,0.022501755131219076,1.0,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,binary_like,True,True,True,False,True
SHsSH,0.0001908712163289914,0.013815614945741336,0.613979436945055,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
SssssNp,0.0003821661629169767,0.019549070640748543,0.868779814141093,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
SsSH,4.604483910161826e-05,0.00678563476040512,0.301560243671434,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
SdssS,0.00564695500023463,0.07514622412493278,3.33957167726314,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minHsSH,0.0001908712163289914,0.013815614945741336,0.613979436945055,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minssssNp,0.0003821661629169767,0.019549070640748543,0.868779814141093,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minsSH,4.604483910161826e-05,0.00678563476040512,0.301560243671434,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
mindssS,0.00564695500023463,0.07514622412493278,3.33957167726314,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxHsSH,0.0001908712163289914,0.013815614945741336,0.613979436945055,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxssssNp,0.0003821661629169767,0.019549070640748543,0.868779814141093,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxsSH,4.604483910161826e-05,0.00678563476040512,0.301560243671434,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,continuous_float_like,False,False,True,True,False
n12Ring,0.0005063289839853305,0.022501755131218777,1.0,2,0.0010131712259371835,0.0,0.9994934143870314,False,True,True,True,True,binary_like,True,True,True,False,True
nP,0.001012144710004147,0.031814221819874,1.0,2,0.0010131712259371835,0.0,0.9989868287740629,False,True,True,True,True,binary_like,True,True,True,False,True
ndsssP,0.001012144710004147,0.031814221819874,1.0,2,0.0010131712259371835,0.0,0.9989868287740629,False,True,True,True,True,binary_like,True,True,True,False,True
SdsssP,0.033546657370851905,0.18315746605271624,5.76270855641639,3,0.001519756838905775,0.0,0.9989868287740629,False,True,True,True,True,continuous_float_like,False,False,True,True,False
mindsssP,0.033546657370851905,0.18315746605271624,5.76270855641639,3,0.001519756838905775,0.0,0.9989868287740629,False,True,True,True,True,continuous_float_like,False,False,True,True,False
nI,0.005056617486288301,0.07110989724565984,2.0,3,0.001519756838905775,0.0,0.9979736575481256,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nsI,0.005056617486288301,0.07110989724565984,2.0,3,0.001519756838905775,0.0,0.9979736575481256,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SsI,1.0367040076945712e-05,0.0032197888248991905,0.0970584326211876,5,0.0025329280648429585,0.0,0.9979736575481256,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minsI,4.543528882557375e-06,0.0021315555077354603,0.059350263780409,5,0.0025329280648429585,0.0,0.9979736575481256,False,True,True,True,True,continuous_float_like,False,False,True,True,False
ETA_dPsi_B,1.2856544682698861e-06,0.0011338670417072217,0.03763,5,0.0025329280648429585,0.0,0.9979736575481256,False,True,True,True,True,continuous_float_like,False,False,True,True,False
n8Ring,0.002022236388142066,0.04496928271767369,1.0,2,0.0010131712259371835,0.0,0.9979736575481256,False,True,True,True,True,binary_like,True,True,True,False,True
nG12Ring,0.002526512340261321,0.0502644242010323,1.0,2,0.0010131712259371835,0.0,0.997467071935157,False,True,True,True,True,binary_like,True,True,True,False,True
nF7Ring,0.005049431874756686,0.07105935459006567,2.0,3,0.001519756838905775,0.0,0.9964539007092199,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SCH-3,0.0004892962099728284,0.0221200409125487,0.288675134594812,3,0.001519756838905775,0.0,0.9934143870314083,False,True,True,True,True,continuous_float_like,False,False,True,True,False
VCH-3,0.0004892962099728284,0.0221200409125487,0.288675134594812,3,0.001519756838905775,0.0,0.9934143870314083,False,True,True,True,True,continuous_float_like,False,False,True,True,False
n3Ring,0.006542242670419788,0.08088413114090914,1.0,2,0.0010131712259371835,0.0,0.9934143870314083,False,True,True,True,True,binary_like,True,True,True,False,True
nHdNH,0.04692537947727657,0.2166226661207838,8.0,4,0.002026342451874367,0.0,0.9924012158054711,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
ndNH,0.04692537947727657,0.2166226661207838,8.0,4,0.002026342451874367,0.0,0.9924012158054711,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SHdNH,0.012530990719883218,0.1119419077909753,4.02478287780452,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
SdNH,2.730155804997717,1.6523183122503111,61.4886756289317,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minHdNH,0.0022426020076778113,0.04735611900987888,0.663650388587482,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
mindNH,0.4230146642189657,0.6503957750623582,8.78142118073124,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxHdNH,0.002398666800352067,0.04897618605355124,0.663650388587482,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxdNH,0.4355143992563773,0.6599351477655795,8.78142118073124,15,0.007598784194528876,0.0,0.9924012158054711,False,True,True,True,True,continuous_float_like,False,False,True,True,False
nHtCH,0.008537789644302404,0.09240016041275255,1.0,2,0.0010131712259371835,0.0,0.9913880445795339,False,True,True,True,True,binary_like,True,True,True,False,True
ntCH,0.008537789644302404,0.09240016041275255,1.0,2,0.0010131712259371835,0.0,0.9913880445795339,False,True,True,True,True,binary_like,True,True,True,False,True
SHtCH,0.0022309211784573867,0.04723262832468025,0.630461517749126,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
StCH,0.2741796275173284,0.52362164538656,6.07662359851348,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minHtCH,0.0022309211784573867,0.04723262832468025,0.630461517749126,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
mintCH,0.2741796275173284,0.52362164538656,6.07662359851348,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxHtCH,0.0022309211784573867,0.04723262832468025,0.630461517749126,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxtCH,0.2741796275173284,0.52362164538656,6.07662359851348,17,0.008611955420466059,0.0,0.9913880445795339,False,True,True,True,True,continuous_float_like,False,False,True,True,False
nsOm,0.013564638168531418,0.1164673266136534,2.0,3,0.001519756838905775,0.0,0.9908814589665653,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SsOm,1.687010327785242,1.2988496170786061,22.5693674643834,19,0.009625126646403243,0.0,0.9908814589665653,False,True,True,True,True,continuous_float_like,False,False,True,True,False
minsOm,1.1290417715994663,1.0625637729564594,12.3609114386495,19,0.009625126646403243,0.0,0.9908814589665653,False,True,True,True,True,continuous_float_like,False,False,True,True,False
maxsOm,1.1386039716810024,1.0670538747790583,12.3609114386495,19,0.009625126646403243,0.0,0.9908814589665653,False,True,True,True,True,continuous_float_like,False,False,True,True,False
n4Ring,0.010545654809381083,0.10269203868548468,2.0,3,0.001519756838905775,0.0,0.9908814589665653,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nT4Ring,0.010545654809381083,0.10269203868548468,2.0,3,0.001519756838905775,0.0,0.9908814589665653,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
C2SP1,0.020554185156786017,0.14336730853575377,2.0,3,0.001519756838905775,0.0,0.9883485309017224,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
MDEN-11,0.005696944760809259,0.07547810782478095,1.40668130855742,12,0.0060790273556231,0.0,0.9883485309017224,False,True,True,True,True,continuous_float_like,False,False,True,True,False
SCH-4,0.0006205236536883589,0.024910312195722456,0.333333333333333,9,0.004559270516717325,0.0,0.9842958459979737,False,True,True,True,True,continuous_float_like,False,False,True,True,False
VCH-4,0.0004887580385485917,0.0221078727730325,0.333333333333333,13,0.006585612968591692,0.0,0.9842958459979737,False,True,True,True,True,continuous_float_like,False,False,True,True,False
ndS,0.0164378562651868,0.12821020343633655,1.0,2,0.0010131712259371835,0.0,0.9832826747720365,False,True,True,True,True,binary_like,True,True,True,False,True
SdS,0.0034937678647623846,0.05910810320727933,0.903523525493873,34,0.017223910840932118,0.0,0.9832826747720365,False,True,True,False,True,continuous_float_like,False,False,False,True,False
mindS,0.0034937678647623846,0.05910810320727933,0.903523525493873,34,0.017223910840932118,0.0,0.9832826747720365,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxdS,0.0034937678647623846,0.05910810320727933,0.903523525493873,34,0.017223910840932118,0.0,0.9832826747720365,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nwHBd,0.018917662130492605,0.13754149239590432,2.0,3,0.001519756838905775,0.0,0.9822695035460993,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SwHBd,0.014910522036180332,0.12210864849051574,2.07883996672889,30,0.015197568389057751,0.0,0.9822695035460993,False,True,True,False,True,continuous_float_like,False,False,False,True,False
minwHBd,0.012980385231830566,0.11393149359080028,1.3565347573939,30,0.015197568389057751,0.0,0.9822695035460993,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxwHBd,0.013713808238946258,0.11710597012512325,1.39251081543682,30,0.015197568389057751,0.0,0.9822695035460993,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nHCHnX,0.02086598937145408,0.14445064683639905,2.0,3,0.001519756838905775,0.0,0.9802431610942249,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SHCHnX,0.015267232706129764,0.12356064383989655,2.07883996672889,34,0.017223910840932118,0.0,0.9802431610942249,False,True,True,False,True,continuous_float_like,False,False,False,True,False
minHCHnX,0.013338303178561038,0.11549157189406091,1.3565347573939,34,0.017223910840932118,0.0,0.9802431610942249,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxHCHnX,0.014071113941436815,0.11862172626225272,1.39251081543682,34,0.017223910840932118,0.0,0.9802431610942249,False,True,True,False,True,continuous_float_like,False,False,False,True,False
MDEN-13,0.0026499084426884418,0.051477261414030584,0.814325284978472,28,0.014184397163120567,0.0,0.9772036474164134,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nHdCH2,0.022759911267961435,0.15086388324566433,1.0,2,0.0010131712259371835,0.0,0.9766970618034447,False,True,True,True,True,binary_like,True,True,True,False,True
ndCH2,0.022759911267961435,0.15086388324566433,1.0,2,0.0010131712259371835,0.0,0.9766970618034447,False,True,True,True,True,binary_like,True,True,True,False,True
SHdCH2,0.004591964490844903,0.06776403537898923,0.551784766860524,42,0.02127659574468085,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
SdCH2,0.343778397985378,0.5863261873610781,4.29965868291761,43,0.021783181357649443,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
minHdCH2,0.004591964490844903,0.06776403537898923,0.551784766860524,42,0.02127659574468085,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
mindCH2,0.343778397985378,0.5863261873610781,4.29965868291761,43,0.021783181357649443,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxHdCH2,0.004591964490844903,0.06776403537898923,0.551784766860524,42,0.02127659574468085,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxdCH2,0.343778397985378,0.5863261873610781,4.29965868291761,43,0.021783181357649443,0.0,0.9766970618034447,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nHsNH2,0.1643493069477682,0.4054001812379568,12.0,5,0.0025329280648429585,0.0,0.9746707193515705,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nsNH2,0.1643493069477682,0.4054001812379568,12.0,5,0.0025329280648429585,0.0,0.9746707193515705,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
SHsNH2,0.043558427123110116,0.20870655745114985,6.15643612124961,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
SsNH2,5.193862528445256,2.2790047232169695,67.4424527975803,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
minHsNH2,0.0065564111069690515,0.0809716685450476,0.651294851082459,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
minsNH2,0.8139699015299865,0.9022028050998215,6.66731670445956,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxHsNH2,0.007177584501931346,0.08472062618944307,0.651294851082459,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxsNH2,0.8504992477088041,0.9222251610690332,6.66731670445956,50,0.025329280648429583,0.0,0.9746707193515705,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nF8Ring,0.08071931050977625,0.2841114403007669,3.0,3,0.001519756838905775,0.0,0.9701114488348531,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nF6Ring,0.13061414395243504,0.36140578848772614,4.0,4,0.002026342451874367,0.0,0.9696048632218845,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nT8Ring,0.08256703918929789,0.28734480887828456,3.0,3,0.001519756838905775,0.0,0.9680851063829787,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
MDEN-12,0.11133104073189501,0.3336630646803673,6.36254335018726,39,0.019756838905775075,0.0,0.9650455927051672,False,True,True,False,True,continuous_float_like,False,False,False,True,False
ntN,0.04580827351311728,0.2140286745114245,2.0,3,0.001519756838905775,0.0,0.9599797365754813,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
StN,4.008190408820056,2.0020465551080613,19.1824459558904,79,0.04002026342451875,0.0,0.9599797365754813,False,True,True,False,True,continuous_float_like,False,False,False,True,False
mintN,3.368927425695995,1.835463817593797,10.7069960501808,79,0.04002026342451875,0.0,0.9599797365754813,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxtN,3.3714993686247934,1.836164308722069,10.7069960501808,79,0.04002026342451875,0.0,0.9599797365754813,False,True,True,False,True,continuous_float_like,False,False,False,True,False
maxsBr,0.0013709981410821607,0.03702699206095684,0.40849790739341,78,0.03951367781155015,0.0,0.9594731509625126,False,True,True,False,True,continuous_float_like,False,False,False,True,False
nF12Ring,0.062020296273025036,0.24903874452186156,3.0,4,0.002026342451874367,0.0,0.9594731509625126,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nT12Ring,0.06247786575019004,0.24995572758028578,3.0,4,0.002026342451874367,0.0,0.958966565349544,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nF11Ring,0.1192968057903739,0.3453936968017423,2.0,3,0.001519756838905775,0.0,0.9579533941236069,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
nT11Ring,0.1192968057903739,0.3453936968017423,2.0,3,0.001519756838905775,0.0,0.9579533941236069,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
MDEC-44,0.017245976653483867,0.13132393785400995,1.10520944959211,15,0.007598784194528876,0.0,0.9544072948328267,False,True,True,True,True,continuous_float_like,False,False,True,True,False
C1SP1,0.053613130781207614,0.2315450944874618,2.0,3,0.001519756838905775,0.0,0.9513677811550152,False,True,True,True,True,integer_low_cardinality,True,False,True,False,False
n7Ring,0.05982329554727913,0.24458801186337634,2.0,3,0.001519756838905775,0.0,0.9493414387031408,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nBondsT,0.056332371487904556,0.23734441532908365,2.0,3,0.001519756838905775,0.0,0.9483282674772037,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
ntsC,0.06511216226342598,0.25517084916468413,2.0,3,0.001519756838905775,0.0,0.9483282674772037,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nT7Ring,0.06442927253895343,0.2538292192379621,2.0,3,0.001519756838905775,0.0,0.9457953394123607,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nBr,0.06463175280674782,0.25422775774243817,3.0,4,0.002026342451874367,0.0,0.9417426545086119,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nsBr,0.06463175280674782,0.25422775774243817,3.0,4,0.002026342451874367,0.0,0.9417426545086119,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nddssS,0.058427490507292214,0.24171779104420968,1.0,2,0.0010131712259371835,0.0,0.9376899696048632,False,True,False,True,True,binary_like,True,True,True,False,False
ndsN,0.06759812722433126,0.25999639848338524,2.0,3,0.001519756838905775,0.0,0.9371833839918946,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nHaaNH,0.07297527431071851,0.27013936090603036,2.0,3,0.001519756838905775,0.0,0.9275582573454914,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
naaNH,0.07297527431071851,0.27013936090603036,2.0,3,0.001519756838905775,0.0,0.9275582573454914,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nCl,0.13157881230053164,0.3627379388767208,6.0,5,0.0025329280648429585,0.0,0.9123606889564336,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nsCl,0.13157881230053164,0.3627379388767208,6.0,5,0.0025329280648429585,0.0,0.9123606889564336,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
naaS,0.1113022997036417,0.33361999296151557,2.0,3,0.001519756838905775,0.0,0.9052684903748733,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
naasN,0.09307856234390564,0.30508779448530166,2.0,3,0.001519756838905775,0.0,0.903242147922999,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
nAcid,0.12097284968008766,0.34781151458812815,4.0,5,0.0025329280648429585,0.0,0.9017223910840932,False,True,False,True,True,integer_low_cardinality,True,False,True,False,False
LipinskiFailures,0.21311522949303813,0.4616440506418751,4.0,5,0.0025329280648429585,0.0,0.89209726443769,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nssS,0.1417628768725006,0.37651411244799393,6.0,4,0.002026342451874367,0.0,0.8880445795339412,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
C4SP3,0.1824182970306021,0.4271045504681519,2.0,3,0.001519756838905775,0.0,0.8632218844984803,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
naaO,0.14645533783152345,0.38269483643174945,3.0,4,0.002026342451874367,0.0,0.8556231003039514,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHAvin,0.1904474480300625,0.4364028506209171,2.0,3,0.001519756838905775,0.0,0.8449848024316109,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nF,0.5859683997335365,0.765485727975079,6.0,7,0.0035460992907801418,0.0,0.8348530901722391,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nsF,0.5859683997335365,0.765485727975079,6.0,7,0.0035460992907801418,0.0,0.8348530901722391,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHssNH,0.8682192206896198,0.9317828184129711,26.0,8,0.004052684903748734,0.0,0.8302938196555217,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nssNH,0.8682192206896198,0.9317828184129711,26.0,8,0.004052684903748734,0.0,0.8302938196555217,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint3,4.5065725248905855,2.122868937285245,59.0,11,0.005572441742654508,0.0,0.7938196555217831,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nFG12Ring,0.9420421405321149,0.9705885536787021,6.0,6,0.00303951367781155,0.0,0.7836879432624113,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint2,4.193406893465123,2.0477809681372476,68.0,12,0.0060790273556231,0.0,0.7826747720364742,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nTG12Ring,0.9423128841094102,0.9707280175772255,6.0,6,0.00303951367781155,0.0,0.7811550151975684,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nssssC,0.3205329362769624,0.5661562825554111,3.0,4,0.002026342451874367,0.0,0.779128672745694,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHdsCH,0.5928789049949109,0.7699863018229032,6.0,7,0.0035460992907801418,0.0,0.7781155015197568,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
ndsCH,0.5928789049949109,0.7699863018229032,6.0,7,0.0035460992907801418,0.0,0.7781155015197568,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
C3SP3,1.0120330763963923,1.0059985469156465,7.0,7,0.0035460992907801418,0.0,0.7639311043566362,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
naaN,0.5325300332899225,0.729746554147344,6.0,7,0.0035460992907801418,0.0,0.7583586626139818,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint9,7.778095227830139,2.7889236683405554,93.0,15,0.007598784194528876,0.0,0.7548125633232016,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint8,6.364457296423995,2.5227876043028266,88.0,13,0.006585612968591692,0.0,0.7330293819655522,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nS,0.3162862398618736,0.5623933142044575,6.0,5,0.0025329280648429585,0.0,0.7325227963525835,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nX,0.7428228572249828,0.8618717173831514,6.0,7,0.0035460992907801418,0.0,0.7077001013171226,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nBase,0.7786659706888741,0.8824205180575042,26.0,8,0.004052684903748734,0.0,0.6621073961499493,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint7,2.3056020054015445,1.5184208920459257,49.0,11,0.005572441742654508,0.0,0.6514690982776089,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
naaaC,1.4179059280268729,1.1907585515237222,6.0,6,0.00303951367781155,0.0,0.6448834853090172,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint5,2.228314594284985,1.4927540300682443,39.0,15,0.007598784194528876,0.0,0.6388044579533941,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHCsatu,1.352474006050262,1.162959159235724,20.0,12,0.0060790273556231,0.0,0.6170212765957447,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nsssCH,2.5246717971933093,1.5889215830849894,20.0,13,0.006585612968591692,0.0,0.6063829787234043,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nF9Ring,0.6120860446185253,0.7823592810330336,4.0,5,0.0025329280648429585,0.0,0.6058763931104356,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nT9Ring,0.6120860446185253,0.7823592810330336,4.0,5,0.0025329280648429585,0.0,0.6058763931104356,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint4,1.324929247389299,1.15105570994166,9.0,9,0.004559270516717325,0.0,0.5785207700101317,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nFRing,3.837931611455419,1.959063963084263,12.0,11,0.005572441742654508,1.0,0.5668693009118541,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nsssN,0.47246730290123456,0.6873625701922055,3.0,4,0.002026342451874367,0.0,0.5536980749746707,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint6,7.896396826423303,2.8100528155932056,86.0,14,0.0070921985815602835,0.0,0.538500506585613,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBint10,2.739986593701943,1.6552904861993085,50.0,13,0.006585612968591692,0.0,0.5015197568389058,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nF10Ring,0.4659540593059216,0.68260827661692,3.0,4,0.002026342451874367,0.0,0.4989868287740628,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nT10Ring,0.4659540593059216,0.68260827661692,3.0,4,0.002026342451874367,0.0,0.4989868287740628,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
C1SP2,1.6938110841137612,1.3014649761379524,20.0,13,0.006585612968591692,0.0,0.4868287740628166,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
PetitjeanNumber,0.0005186107967780477,0.022773027835095792,0.125,19,0.009625126646403243,0.5,0.47922998986828774,False,False,False,True,True,continuous_float_like,False,False,True,True,False
nHBDon,2.370888418744589,1.5397689497923346,46.0,13,0.006585612968591692,2.0,0.47720364741641336,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBd,2.3819994272041,1.5433727440913618,46.0,13,0.006585612968591692,2.0,0.47416413373860183,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nssO,0.9669739028854545,0.9833483120875606,5.0,6,0.00303951367781155,0.0,0.47315096251266464,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
nHBDon_Lipinski,3.5260114004859626,1.8777676641389804,58.0,12,0.0060790273556231,2.0,0.4726443768996961,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
ndO,1.2830535564157715,1.1327195400520693,20.0,9,0.004559270516717325,0.0,0.46808510638297873,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
n5Ring,0.610104612238744,0.7810919358428584,4.0,5,0.0025329280648429585,0.0,0.43566362715298884,False,False,False,True,True,integer_low_cardinality,True,False,True,False,False
