descriptor,PLS1_x_loading,PLS2_x_loading,PLS3_x_loading,PLS4_x_loading,PLS5_x_loading,PLS6_x_loading,PLS7_x_loading,PLS8_x_loading,PLS9_x_loading,PLS10_x_loading,PLS11_x_loading,PLS12_x_loading,PLS13_x_loading,PLS14_x_loading,PLS15_x_loading,PLS16_x_loading,PLS17_x_loading,PLS18_x_loading,PLS19_x_loading,PLS20_x_loading
nHtCH,-0.004820224518507176,0.0006225309412654111,0.009085055272933264,0.025164328327655448,0.04918890127524535,0.05557361800617579,0.005905191747910997,0.03056637395332374,0.10501444940551714,-0.12798970608798346,-0.16185616397799368,0.13163259491214746,-0.08047784885151284,-0.010179802517643966,-0.0939962533964933,-0.12673887574676332,0.1317106730514518,-0.003288966603005989,-0.16170978879668974,0.21879636673510522
nHdCH2,-0.01576931163265305,0.0034180139615641856,0.0017353698778856826,0.004938034445652962,0.05599670930744089,0.0876271734625373,0.0007681331345521225,0.036939748856394956,0.13382176469823165,-0.07120924138108885,0.03955939197286594,-0.0024804441380150907,-0.01925905707502967,0.05184407406539857,-0.10614577656843709,-0.03475987188186444,-0.05574950920692029,-0.044003420900958184,0.003420156379364165,-0.08547648498723279
nHdsCH,0.0023469395235856975,0.012840577819843584,0.002100326451976574,-0.03878370513718818,0.01925408584682427,0.10778299838850731,-0.09629145141295435,0.07463346604322435,0.11063865492068484,-0.09132587232123099,0.05678039463750793,-0.17451231778699353,0.1934178169679894,0.16847979295174265,-0.10696325779301526,-0.0298379274337746,0.05118102706227547,0.07231513585280404,0.07039401387652595,-0.09500780129464645
nHaaCH,0.07866840517094952,-0.04328679616783032,-0.02553976911822453,-0.09405265052713843,-0.09286161419095051,-0.07705378406930091,0.04050507149747519,-0.017682871859125197,-0.018091278644988055,-0.006638178972998013,0.010392860037862635,-0.03313915507308766,0.027061845254881898,0.02862620857533065,-0.0812757963811064,-0.08135233578833119,0.008875507567839551,-0.01871318807943544,-0.02820561767954888,0.05688370793663681
nHCHnX,0.009325864104702647,-0.005304201054301198,0.020964939808115438,0.0029677608263973003,0.00607422548715315,-0.02777366309039653,-0.08726765380435857,0.03493112519500377,-0.1265189783262652,0.0055222298433346174,-0.1390856808683978,0.01498531968501787,0.11420545933504316,0.05084120424560478,0.0751173149238826,-0.018384462944490296,0.1726317960278503,0.2146228724602395,0.09510046351329111,-0.042482267981923734
nHCsats,0.08533588254525742,0.05421264040499049,0.0006622110553192723,0.09521378316592387,0.08994156337749443,0.0341202123601981,-0.004738333981845132,-0.04669119201084973,-0.06373144449231423,-0.00889293170144901,0.013146780679516636,-0.012855920464880691,-0.04840357779052791,-0.04858953474934952,0.033662257236357046,-0.010156446579418681,0.008557925556690977,-0.04703796462281561,0.007695427517025241,-0.02216391367623347
nHCsatu,0.029360221730549918,0.09329252691868857,0.027073208879323456,0.02926933591741633,0.04440838115026468,0.05227845942370934,0.026800830531429932,0.01112225997382363,0.06698705341916866,0.011593670773184848,-0.017176198318584048,-0.03654440451893403,0.007165411932725038,-0.055777657682220726,0.09273241055241649,-0.010111867693818161,0.07276085445602007,0.04650176638806202,0.04042355974729244,0.06642780527405227
nHAvin,0.012160915367534214,0.001094266616973862,0.006089858387503683,-0.06283847472146266,-0.041196852853136644,0.06684800567998742,-0.07111827992476481,0.07596831922050616,0.10337680322435498,-0.046065170454339124,0.07096901113810145,-0.14976697117829738,0.18648407900651703,0.1521825995034014,-0.1061275963300059,-0.0673053812999552,-0.0038602288624771455,0.04139744609174729,0.10007463752016278,-0.04778821641451538
nHother,0.07826442150576705,-0.04023327626820205,-0.024933370969681443,-0.10193358093790222,-0.08604251498336125,-0.049813406119628346,0.019603799806723336,6.407191284133623e-05,0.011539607919790069,-0.029368033419055153,0.02430580582806081,-0.07085345334703473,0.06795994457103564,0.0671409259075846,-0.10863308772186758,-0.08902022587072403,0.017547727521569276,-0.0048912010705155435,-0.012761474919018757,0.03255751674253003
nsCH3,0.01620722829117492,0.058694136208199875,0.0028317584417799874,0.03868255979801403,0.08020521962922122,0.05922815892456975,0.041298624147663214,0.03147671357381562,-0.05480223534854447,0.22770600478083447,0.1428162616177921,-0.0035510189115704675,-0.025481815685365644,0.08319115789967875,-0.0982522311739807,-0.01747631454882583,0.005896942223537181,0.07305168427617927,0.06060784665404956,0.04070423068874815
ndCH2,-0.01576931163265305,0.0034180139615641865,0.0017353698778856822,0.004938034445652958,0.05599670930744097,0.08762717346253725,0.0007681331345521286,0.03693974885639492,0.13382176469823173,-0.07120924138108879,0.039559391972865864,-0.0024804441380150907,-0.019259057075029673,0.05184407406539853,-0.10614577656843703,-0.03475987188186442,-0.05574950920692027,-0.044003420900958184,0.003420156379364158,-0.08547648498723272
nssCH2,0.08744198560229349,0.04036362632856021,-0.03134353598511561,0.08336613610315262,0.06015941540821942,0.005032429542787829,0.00201454662499622,-0.07685271479100747,-0.0705206648254534,-0.011207823813966613,-0.0010569171076664026,0.004490299465833262,-0.05914207881065044,-0.08402119499547941,0.050141270658067595,-0.0271587253825948,0.04606142710041549,-0.059353280694552694,-0.05669832127200059,-0.05510805226027503
ntCH,-0.0048202245185071805,0.0006225309412654114,0.009085055272933275,0.02516432832765544,0.04918890127524543,0.055573618006175794,0.005905191747911004,0.030566373953323775,0.10501444940551714,-0.1279897060879835,-0.16185616397799374,0.13163259491214752,-0.08047784885151293,-0.010179802517643973,-0.09399625339649322,-0.12673887574676337,0.13171067305145182,-0.003288966603006001,-0.16170978879668974,0.21879636673510522
ndsCH,0.002346939523585698,0.01284057781984358,0.0021003264519765716,-0.03878370513718817,0.01925408584682428,0.10778299838850731,-0.09629145141295437,0.07463346604322435,0.11063865492068485,-0.09132587232123099,0.05678039463750794,-0.17451231778699353,0.1934178169679894,0.16847979295174262,-0.10696325779301524,-0.029837927433774607,0.05118102706227546,0.07231513585280402,0.07039401387652597,-0.09500780129464644
naaCH,0.07866840517094952,-0.04328679616783032,-0.02553976911822453,-0.09405265052713843,-0.09286161419095051,-0.07705378406930091,0.04050507149747519,-0.017682871859125197,-0.018091278644988055,-0.006638178972998013,0.010392860037862635,-0.03313915507308766,0.027061845254881898,0.02862620857533065,-0.0812757963811064,-0.08135233578833119,0.008875507567839551,-0.01871318807943544,-0.02820561767954888,0.05688370793663681
nsssCH,0.061026839887794025,0.05749581385942895,0.03480082150476645,0.05585955321230497,0.08262667037055652,0.07612325666026311,-0.014215768164599863,0.0021133146412211476,-0.002105385998378319,-0.07675494150818377,-0.041487650819392985,-0.022836925523589728,-0.026056208268492986,-0.014119898582553072,0.03543341591549479,0.0584504876848941,-0.07981882075786598,0.022201894009636524,0.11841929463371705,0.033628637358662096
ntsC,-0.016630578883742808,0.0007322086190574996,0.005272825383035504,0.006491287418116306,0.01925563468943719,0.01904732584869777,0.02138854112166416,-0.02060006160442491,0.07236213671231426,-0.15124516544376626,-0.15749776398866283,0.1701006028479989,-0.14214117253659792,0.008717320271793094,-0.14003426234514096,-0.15507543834499157,0.10752893843385615,0.09799957870478711,0.10004656289145583,2.113262791985298e-05
ndssC,0.011735310617915084,0.10400070454901139,0.016267045162369268,-0.011115379708477844,-0.018942284166506788,0.05033998920637827,0.000641849182749687,0.030681995864187354,0.027000627755206324,-0.020396040923812454,0.027948860924262256,-0.08720694528426158,0.060411849076086536,-0.08217330235725462,0.07867225731081243,-0.005415480420948127,0.09050989575820018,0.10961827750385829,-0.03648938064538967,0.03659506350594507
naasC,0.05491955224991351,-0.04607880500791385,0.0310164931592495,-0.12584662996975376,-0.06910961434681905,0.009173696619829285,-0.004481287550141315,0.003981395625483769,0.022816995299380905,0.05810380854822736,0.008848447835122744,0.0490045058595301,-0.02688793299077872,0.018570991004300638,-0.008600897927606276,0.0675979523795349,-0.02966837174746433,0.02784653639720576,0.01963835388261249,-0.009604714122216609
naaaC,-0.017818511906601157,-0.018122242684321842,-8.900294382890728e-05,0.008113418790702888,-0.04881083207611326,-0.19726883713537444,0.07726587651670105,0.12843416597851637,0.09646876216995821,0.0015324294615475678,-0.009091941901206381,0.048969583754500494,-0.006278405600945341,0.03130835733895983,-0.015032966332909469,-0.01734240116806337,0.028826620038600842,-0.06897446162891481,-0.029294433104931322,-0.05290014667968822
nssssC,0.004910289915805083,0.02535891888051046,-0.01680459133924431,0.11026554757412795,0.09401844708254069,0.027184127167482378,-0.16793341766733508,0.1294081086072076,0.05537889126874178,0.017828605185750385,0.023119764133863067,0.03683349614544266,-0.005742060204491042,0.02340791232073964,-0.0575252322669388,-0.0689965998246211,-0.0036089670599956775,-0.019803430295286265,0.0228470589519852,-0.051067409332441416
nsNH2,0.0197728712811466,0.10324819905065873,0.11103242473218548,0.006612762422863378,0.027189454106500484,-0.04060559536895742,0.08889167336407233,-0.024499004844254112,0.012293322119618163,-0.00792044244701877,0.00893611386502499,-0.0025089762075374412,0.01783964484767259,0.04979773578256307,0.004964300400710901,0.017014752797453226,0.029255874333718845,0.03384917357411213,0.03910933457532852,-0.020229240334684307
ndNH,0.021515977357213445,0.09718497564609344,0.11612861053393879,0.005437344205807813,0.029025021004954094,-0.05705082356725999,0.07128055092098735,-0.03591941571524308,0.010098935242246584,-0.017230812170707068,-0.015834686203679702,-0.018698868893750525,0.02896419970398735,0.016127536108552696,-0.011111741133574667,0.014328672967400499,0.011901721963745324,0.04950075583971749,0.03877991281460251,-0.027025344018146595
nssNH,0.013706774120432004,0.11885401951543419,0.07127103866166838,-0.006094388357771329,0.005668423470872797,-0.04061875207556168,0.09007188514684487,-0.05102887892418212,-0.043739472274429175,-0.01400273435729469,-0.009103680354260209,-0.038375355705290534,0.021937684938167994,0.004477369874507012,-0.03197158530952511,-0.045592187860056636,0.015512307583248989,-0.05381388767578134,-0.03755365538824946,-0.012056993733855392
naaNH,-0.009972070447601287,0.016860105052138967,-0.01358817118484655,0.11168743107351128,-0.06622532829632495,-0.1272124584111472,-0.03704754808285127,0.056536743464120257,0.07862182612251227,-0.02190984109721881,0.14547909852843252,-0.1374809123066743,-0.04497482470093608,-0.1259934782209765,0.002987441754746134,-0.02697836505111182,0.044978392807509295,0.09279150546773629,-0.0027310653367223904,0.09730524514013938
ntN,-0.017016453158859128,0.001752140862666786,0.002495217755919996,-0.006402790824089858,-0.01038794192519921,-0.003538106525833656,0.026345254955730167,-0.03859926014904993,0.035230057373012345,-0.10176730257756722,-0.12095270031706772,0.11481827006379473,-0.12410139609663011,0.004488052719360488,-0.12429268807728253,-0.0879889593795714,0.06831662478221805,0.12357511648416733,0.16198885870083113,-0.1161733526446978
ndsN,-0.03060457674417258,0.0181348780550217,-0.01699357573883691,-0.04972262464174738,0.006843097486818178,0.016634103695789746,-0.0014111341060152778,-0.06292885232851267,0.01068384119381699,-0.12959205933193574,0.0013821722509767289,-0.08389970208242492,0.056741393682469304,0.04335425452708064,0.04652674890635574,0.05409283253348661,0.03536003289090255,0.06313628168653003,0.008062281575391671,0.036060034548238445
naaN,-0.046440783668399474,0.032342997936279774,-0.047831833349011754,0.028562590065616653,-0.06435146406575797,-0.10945316054212838,0.04276052358941593,0.020696429241629424,0.033942801880873605,0.0144957946819123,-0.018590787340428443,0.037560476733741834,-0.021146715326243612,0.024948904345301892,-0.06173734893431909,-0.035715980172274696,-0.029797241298801055,0.009766199834278812,0.0725654377657778,-0.07852633693073759
nsssN,0.06254555153382435,0.0017845845529598711,-0.04398488205763012,-0.004855682272951617,-0.041641634533795074,0.04455764383391151,-0.003503526010359017,-0.09542961586497237,-0.06291181466148318,0.010887184801906518,-0.06607883427900232,0.007428425592716528,-0.02914864393156019,-0.07071739222830105,0.02712566464330752,-0.02541851575401057,-0.0018953996859110238,-0.0519683105128984,-0.016750625411119567,-0.05990741816195266
naasN,0.01116896741987826,0.007237215248337799,-0.045377957973036606,-0.01879384038805427,-0.00591908887243353,-0.11200624491161452,0.07494381455110921,0.07945144824918889,0.013587868529296821,0.07269565925850821,-0.033230810727577595,0.0858730902113198,0.014212110871902054,0.07150700947537951,-0.07000512107189792,0.0015393615762401397,-0.04177634711136615,0.012734842307714959,0.0029807441706409745,0.013203404978815114
nssssNp,0.0022786850936427953,-0.0011355319982553575,-0.001185866388984637,-0.003984876823023134,0.008115352217274384,-0.009015012904417445,0.015546624821240081,0.021370156725819964,0.0028801616275738124,0.04451881039193029,0.02104509217256141,0.046403806045912904,-0.007043487532477777,0.05173480347739921,0.010348749206408657,0.010228806043070252,0.027299959086740672,-0.04014234028981693,-0.033296191573819245,-0.05541999989498974
nsOH,0.027641796029806074,-0.06659414386967037,0.1146268471824324,-0.06935219860134008,0.06201797569727834,0.045145125114257084,-0.03636034387307179,0.040195499057031625,0.08976513547790345,-0.0441404926453519,-0.022205402667430908,-0.0023880658150876102,0.062890855051738,-0.019071934092410536,0.0636110466521961,0.06391240671322866,-0.08638099328981613,-0.0712453170328847,-0.04731020461727602,0.014908326533207403
ndO,0.002631271026653533,0.12021171333382893,0.022992818385719035,-0.049988290605371,-0.03399015078639062,0.021505690149833737,-0.042923345697298436,0.026826652416842036,-0.0119181648351018,0.008555652833028358,0.017165042108194025,-0.04507496380237625,0.051151357173139164,-0.0190690834788478,0.022012225196706366,0.0038129449196791757,-0.023432858811767043,-0.053128772381807896,-0.08996694292875645,0.1304449349738591
nssO,0.06301648966290371,0.002135851791915704,-0.04567535898171847,-0.0820709860047861,-0.026301871071484403,0.0740815496418821,-0.009646407052458431,-0.06268240557236036,-0.012477991969995174,0.02002298564494939,0.0923900662665076,0.09836348414646744,-0.1220115964174078,-0.052341143653461174,0.11994667962468829,0.09762983655238149,0.01238866631626158,0.10931122536348371,0.07971355799028289,0.004740107881811783
naaO,-0.0500602459140373,0.014709619768519,-0.01023486845908017,-0.04075045084223947,-0.03229153085716976,-0.030661504509205687,0.06822007437527701,0.041535765270683415,0.030747016238095896,0.009304445966546006,-0.07914686437471635,0.05931392783078936,-0.03931239286209139,-0.03990879691568709,-0.025382745741943966,-0.006840845096172761,-0.08552813111272142,-0.026016047596100038,0.14809638530641184,-0.14453429013213553
nsOm,-0.008277630166848151,0.013285367759307767,-0.007490697100954436,-0.011602757104152822,-0.03360476668523146,0.029690380615300632,0.0068449107801425765,0.0005409413078473547,0.0005125958308951427,-0.0040420311214917,-0.0780381256017868,-0.023742895996942764,0.05519606865025923,-0.01447056550056509,0.01765347519261098,-0.025679132757018636,0.02045930563840645,-0.005171052868261769,-0.032687626363451745,0.048203887237536464
nsF,-0.004385754014930361,-0.000990801708256285,0.06618512119804754,-0.007322637998392882,-0.07412736890839909,0.008071118613753718,-0.20262286935603027,0.10998626634238239,-0.05771563830938243,0.04015503775263247,-0.012561011466931265,0.03479567932518099,-0.0954002673397145,-0.02223878913192082,-0.09355647152176606,-0.08339737395112516,0.09221083608907435,0.03695978734721169,0.04727385700007056,-0.1399233858664905
ndsssP,-0.0019372072708616038,0.009986236117692534,-0.011268925756057533,-0.005309007236399369,-0.00774262657794129,0.02695898426874125,-0.012613234002054097,0.017528783393839786,-0.018137259803819,0.03436082399025959,-0.006956603512809866,0.03781552888641057,-0.00479431503868547,0.04640753163803341,0.003808283444027071,-0.0033438249504199945,-0.00716737915916772,-0.08423513318943705,-0.010262443928413169,-0.028534707427982146
nsSH,-0.003995519702316904,0.0030648593488348305,-0.0052232916742587995,0.0019129979218862358,-0.017150562015269127,0.010119382550207326,-0.011516419695929769,-0.0307796629920265,0.006351805455670105,-0.06619476251166036,-0.03930020335344339,-0.04866469590079858,0.0949884163315637,0.04546855611213019,0.029963251266539252,-0.002673223027908097,0.07639152633995379,0.07948271187656038,0.03666674908387107,0.008315418511017391
ndS,-0.008258667545588762,0.017570468763086666,-0.020144936885301258,0.001500210431098324,-0.033204688553998676,0.0721416139932641,0.02753738541361678,-0.03938147804242837,-0.034505935025543034,0.020907707617710738,-0.12612039600149075,0.009468902674810625,0.11499553866349793,-0.10496442370453725,0.09960679349424077,-0.1490943025865912,0.014667229460999647,-0.1776484627557218,-0.024290207074106025,-0.08704652622579752
nssS,0.018951062324825782,0.020250234483296718,0.012069668107334309,0.0498343612715128,-0.05217063181675702,0.046964626522044896,0.012460533217039263,-0.13775911180961223,-0.0005081453768783753,-0.08373286417344995,-0.10192408505756075,0.04806056230959941,-0.02492738854373334,0.02838979434664604,-0.046554979008386475,0.11668984855076814,-0.14994409749568033,0.08443515653636981,0.06852530555323494,-0.012767832412874413
naaS,-0.003195028490767655,0.015729503740743087,-0.0259741487576293,0.015953261832556947,-0.08539823329518535,-0.02914146024424303,0.0035906296808607117,-0.03341007281998038,0.06695859320386,-0.02550599976338436,-0.006644769182559437,0.090226530659985,0.06426569531507798,0.19905274883744742,0.03225230428664927,0.0696893510992803,0.033403431678527086,-0.14794369880449745,-0.1758233348528657,-0.06136421386342533
ndssS,0.00433758275470914,0.0028960108497046565,0.004112422118890506,0.01300309098693066,0.0037133915837026707,0.0031712176895428924,-0.03454642117810025,0.025465250513232184,-0.03611228687795114,0.01109878843674716,-0.03476025119329633,-0.016058730267258726,-0.030040291001523035,-0.032392916367137876,-0.06143101810969852,0.00937082820800626,-0.04365061647028676,0.05066410355229443,-0.009587862650731768,0.06902195516122417
nddssS,0.00571724274102702,0.02365099398922295,-0.020608759059202685,-0.04366118681243428,-0.03415802989363979,0.04424728109490723,-0.07173328424700658,0.042666445398024846,-0.05697907592171583,0.018903665459724626,-0.03772804273692849,0.009122314442986333,0.0020015377341113627,0.06333205073890959,-0.041826940306833274,0.03587119386145798,-0.10130748397770539,-0.12595959100640294,-0.0923991232986749,0.18675261271454566
nsCl,-0.016692662109673437,-0.0006852832876616171,0.005861462590496585,0.00599519558997704,-0.02082869819044628,-0.03291801621778579,-0.00048589237868155815,-0.015462266535950972,-0.04097568356747844,0.002972094773989214,-0.0469124762095105,0.09571094149350512,0.00115536445871363,0.16191344021358053,0.02827488350392556,0.11905715852189871,0.0197666245677213,0.06385350446528343,-0.04850104405410757,0.14974247686444808
nsBr,-0.022773196309194017,-0.0008312483735558153,0.006738879358085248,0.024598878482186507,-0.006681073754594281,-0.05761553944489007,-0.03931637404647206,0.007570300630735095,-0.04284374877726445,-0.028550131422825382,-0.08976470858146285,0.027348524762287746,0.08401100356934146,0.03216548408992974,0.028104250850577155,0.07871437359807473,-0.08940992009326361,-0.026661954023768652,0.0009160375947240365,-0.05995093978312758
nsI,-0.006308446244159818,0.0006104299510972121,-4.446288097227703e-05,0.0024543910602678547,0.02265225384962805,-0.0262480032918157,-0.023458196599481163,-0.0030544533428027037,-0.10408540181440924,-0.008503251659866823,-0.09345197802026918,-0.04645527122674006,0.06711624075080094,-0.037869070507299776,-0.017299143422795676,-0.019408521068689764,-0.09950916987041185,-0.033832176051346315,0.0702145787355593,0.031246478254454958
SHBd,0.01895949236373027,0.052465019970162126,0.17520499311659116,-0.050518756307504,0.021950276726885553,-0.028549729511706947,0.04843791862770743,-0.0011240973093989482,0.07175196896219756,-0.057218887302313365,0.0006804179529858583,-0.05269742093737384,0.06088326609372887,-0.01898241620595111,0.0272074043965748,0.005216343016144432,-0.015026900856925873,-0.053378638267962034,-0.03404023459198208,0.03585712915560449
SwHBd,0.009606947220823876,-0.0035514485475855438,0.02361100763433777,-0.005122884022766218,-0.002959163561132328,-0.029945299744486783,-0.10081013825968685,0.0279340290132681,-0.11580571923678956,0.028794428599670616,-0.13537645976479026,0.030816642430471986,0.11979631027878183,0.029327964717876482,0.05751334936817162,-0.0266616296237744,0.18727349066200502,0.23096270511986144,0.1146403613142391,-0.0203123893912089
SHBa,0.03889106960571634,0.08820790175939483,0.1090141179535929,-0.08589500609025337,-0.03379222372278356,0.02994042392164752,-0.1034728174892727,0.06526933695712415,-0.0030195125170008764,0.01093029052903645,0.00832483657438629,0.009132252566718598,-0.025157125658749474,-0.05256797167185678,0.028981035703576373,0.010743861192617141,-0.00744183604690091,-0.02191165976815689,-0.01810180979911962,0.00804568537993329
SwHBa,0.0839498628213642,-0.048581409691169204,-0.06894056030781573,-0.030140665568404144,-0.06423615683712683,-0.06591388072092501,0.0798697040751082,-0.02505259894978462,0.03585330458204119,-0.020000120229839997,-0.005022083042531599,-0.025262000593935543,0.07480393294559601,0.08754636761361621,-0.10604248874604844,-0.07559743924535807,0.029508116514485774,0.022220370792331797,-0.012505766941559318,0.057217971268719775
SHBint2,0.01736904109635126,0.11060216566321114,0.09576619645517301,-0.01835678941597788,-0.007028644672192873,-0.019018348475047294,0.04364024253110561,-0.01004586329361852,0.00028431772732216655,-0.017943824743903096,0.020429426783057696,-0.040459283303843935,0.05931025030672795,0.05580262952348038,-0.027757280883687584,-0.04022027666282395,0.01767341392041588,-0.014067864816286661,0.013731133962561235,0.010467784164486876
SHBint3,0.006390650830558172,0.0799595735066625,0.1296493123525528,-0.006641578737428013,0.03187397733111953,-0.04515361264681142,0.021041156896614212,-0.029428426408912918,0.04839097949670998,0.00025559725697101086,0.011936703191501174,0.07476330160403247,-0.0028483126319207995,-0.02262309842693484,0.009617346403112122,-0.07786327443523512,0.005972057532730668,-0.022307758937816367,0.01663042076560061,-0.02413147984594766
SHBint4,-0.028801992409209057,0.005651637468220754,0.027204321359119807,-0.10112240034760492,0.02549699403060444,0.024135569199165104,-0.010926652104091194,0.0246765406767847,0.014234217898119907,-0.043782722323608914,0.022296225721950873,-0.04413167831229362,-0.027885484290935247,-0.10238655528429647,0.1483129572464999,0.0423947223678057,0.006047162074576382,-0.028950922722987382,-0.027835810666140003,0.045666968498579284
SHBint5,0.011941136341549145,0.08060725609812787,0.11613477808244667,-0.009390279912110954,0.008384122119743024,-0.007060894378584639,0.07451666529740898,0.006896477156982648,0.020499160028605985,0.011286370847411114,-0.038096637832376136,-0.039297921582364045,-0.040282783985506276,-0.07178390493505482,7.025110981414159e-05,0.04517826918420317,-0.05804120523908201,0.02851606921952474,-0.00032858738676564444,0.04937192840526424
SHBint6,0.0021774928151765682,0.09016125508522081,0.11642070872746985,-0.04222471149349068,0.03125967818493043,-0.012637526287739991,0.04536916085519879,0.0038475770988022086,-0.013451917131933572,-0.0025801354866094982,0.013303099571610218,-0.039410487444057264,0.0027734293862330325,-0.0015967144079389408,-0.002678226654058648,0.03589073022866278,-0.012282042807755984,0.03011985300758431,-0.05760939487936282,0.04772689421774825
SHBint7,0.024100632081152425,0.0670975760067584,0.09557032338130027,-0.04652431827088501,-0.004275728997047901,-0.017914482728523817,-0.0030087710055243843,0.002823316996019031,0.00399871014896788,-0.06590747639264452,-0.028910824896437832,-0.06321261621729647,-0.01584155040596556,-0.024140640159040615,0.07735643407581014,0.04182750781672511,-0.03294009312403911,-0.015606617226456287,-0.05029777217638202,0.05382039286540327
SHBint8,0.017845815012143763,0.09362060372017068,0.12200296046794906,0.016765929860183038,0.010844592285939692,-0.06072986491336883,0.03511296971062147,0.023536735289463956,0.019624495301589835,-0.027571113900341955,0.04440026353845068,-0.024096821532418686,0.003841041517241615,-0.022550859070133645,0.04608033666646827,-0.0035352944015309743,0.027197530954495917,-0.018506419479596845,-0.012973184918221093,-0.010277703316891618
SHBint9,0.02161803761702106,0.08482135779615481,0.12485610940568939,-0.025858095647737403,0.02345857932458003,-0.032622243511301593,0.03559792141387599,0.003877809412952505,0.008399405078849932,-0.020395916577745282,-0.024271825124734317,-0.007442868294869844,0.006551701261016812,-0.023995667324161214,0.031677222300131994,-0.008553604676220095,-0.026524747152276474,-0.04367416870428084,0.013052447474408129,0.013040181834113495
SHBint10,0.03437074862183605,0.017671631270558125,0.11837454644108207,-0.031618095245726556,0.010004384942003208,-0.04480036838828258,-0.020683998977290195,0.03740267175019817,0.037680043510444856,-0.03534053197676859,-0.06639224821558294,0.027161350218477213,-0.011303875828626849,-0.024017753389135834,0.008046054825440466,-0.01319995627290289,-0.10378863269791169,-0.053606826284410936,-0.02839989166880336,0.0073278421036325645
SHsOH,0.013337789802631311,-0.06945477681998591,0.12887939217578284,-0.08905173773675955,0.027368402891417717,0.03474664976939027,-0.027152823625799915,0.03402706570944202,0.08108667006927017,-0.04039256810254865,-0.004131533405719405,-0.025629289149921984,0.06616197548669918,-0.0202259941275681,0.0587963024774069,0.042810417752377365,-0.0691757161595898,-0.07572242702157565,-0.0356187027143223,0.01947637968808755
SHdNH,0.02063495651376065,0.09698195240669656,0.11629211732626238,0.006769504718213434,0.028475812522486967,-0.055115605931425754,0.0714521069706217,-0.03875255679377141,0.012223996555553888,-0.01239779062779447,-0.014870608399112977,-0.016183377192145628,0.029349316916856036,0.020198936415497724,-0.011140525148995307,0.016256207480938492,0.01637409175351635,0.05255965869767662,0.042406600032682054,-0.02503622570716382
SHsSH,-0.003995519702316904,0.00306485934883483,-0.0052232916742587995,0.0019129979218862354,-0.017150562015269127,0.010119382550207324,-0.011516419695929765,-0.030779662992026495,0.006351805455670105,-0.06619476251166036,-0.03930020335344339,-0.04866469590079857,0.09498841633156369,0.04546855611213018,0.029963251266539252,-0.002673223027908099,0.07639152633995379,0.07948271187656036,0.03666674908387107,0.008315418511017388
SHsNH2,0.0192204220396169,0.10299450288992149,0.11076044730960898,0.00592768017241961,0.026895748414358475,-0.04055777537453775,0.08873478414564578,-0.025435986904026105,0.014064703569527558,-0.006901364022029863,0.009250527040996263,-0.0026951041422529605,0.017272345555010702,0.05081422131213646,0.004550733280425895,0.018885416769480246,0.032112514467430305,0.03423311694525654,0.04019535663215083,-0.02044033435073824
SHssNH,0.0048749994622093755,0.11711022185198605,0.052032820862916516,-0.016674204453358835,-0.006100416852378942,-0.03369082598693466,0.08125912960606473,-0.05437562648701897,-0.041758392142284204,-0.01889846202298081,-0.021164519563684984,-0.03344667998330582,0.02539113770597291,-0.001330562579340719,-0.033782999247901485,-0.048423267601315545,0.013048806670705508,-0.06455942698335751,-0.040726759794735834,-0.0020532295592327137
SHaaNH,-0.014175264976866657,0.018537896429745706,-0.014312723440979681,0.11880521845826825,-0.06804537751698342,-0.12224191147164624,-0.04671571571368796,0.06213428004477811,0.08448472122271193,-0.018229542809845293,0.1441170081988882,-0.1234974368293091,-0.04539535377735695,-0.12513654150571182,0.02187703705929295,-0.025389839605640986,0.04831878581106038,0.07726780862059879,0.01998738345223884,0.09542957858474498
SHtCH,-0.005259287075871459,-0.0006577631410401533,0.01242132954916212,0.02199259748056295,0.04350381311135845,0.051934978419356646,0.008817562357898599,0.027624439630147123,0.1037944772573068,-0.12241891082011327,-0.16301752298407154,0.12706618612676157,-0.08371922430293266,-0.010562121148373524,-0.09016518404961328,-0.13128344642059223,0.130825809053981,-0.00017035335410724094,-0.1656655708210707,0.21722011020143547
SHdCH2,-0.016982470253068357,0.0019134601224332784,0.006649751878834211,-0.002324288534024471,0.04299791628191062,0.08276558832365828,0.004841729253217117,0.032540147372532253,0.13223939902515616,-0.0625897615707367,0.04457635047515824,-0.008376234503998704,-0.020888385325712387,0.04817641332993034,-0.10288122390892092,-0.038083538928481646,-0.05847941533163435,-0.04752479886735344,0.016456607942169188,-0.08367774669482765
SHdsCH,0.001315576651530192,0.010204859618098113,0.011036154437710458,-0.05850605077189359,-0.010419776137800691,0.0975283634552147,-0.0955796561315738,0.06656130503579939,0.0988029635933738,-0.08141715605709697,0.08217485159154747,-0.17554057675164475,0.19957892239413644,0.16541046929315714,-0.10345879630933129,-0.041643100994753414,0.05686309309700589,0.07987097938574099,0.0855332381064524,-0.07753003151960607
SHaaCH,0.06741519240224968,-0.040614939984306625,-0.011973383953008078,-0.12531147389591019,-0.10563460143675764,-0.0705396463281733,0.02489034183257795,0.0061854616644284694,-0.006483050724037188,-0.019228941466190225,0.0008769459232588918,-0.025774817172711555,-0.0022246917744146756,0.008128978548806754,-0.06312888127390132,-0.06817236416715383,0.01618435188774595,-0.017558646291411625,-0.02534038692191603,0.03066816754465351
