descriptor,pandas_dtype,n_unique_values,unique_value_ratio,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,min,max,mean,std,descriptor_numeric_type
SwHBd,float64,30,0.015197568389057751,False,False,False,True,0.0,2.07883996672889,0.01487247508890862,0.12210864849051574,continuous_float_like
SHBa,float64,1870,0.9473150962512664,False,False,False,True,-3.93821448670955,476.222559283596,35.96344828827177,21.43723510801112,continuous_float_like
SwHBa,float64,1864,0.9442755825734549,False,False,False,True,-21.7616536472311,49.9667495037306,20.639955820619843,8.735977810401117,continuous_float_like
SHBint2,float64,408,0.2066869300911854,False,False,False,True,-0.715245929201866,201.42784295537,1.8526651180189786,6.86997988703934,continuous_float_like
SHBint3,float64,397,0.2011144883485309,False,False,False,True,-1.68188907701799,105.523450548385,1.1349508586160793,4.545213642317782,continuous_float_like
SHBint4,float64,779,0.39463019250253295,False,False,False,True,-1.7973866545658,46.0784520229298,2.0104675413789628,4.782264259540377,continuous_float_like
SHBint5,float64,676,0.342451874366768,False,False,False,True,-1.2620473853536,95.4210133644924,1.5487022311839658,4.398053107266087,continuous_float_like
SHBint6,float64,865,0.4381965552178318,False,False,False,True,-1.05913476404933,177.78780650105,2.309686345353505,6.915381959392249,continuous_float_like
SHBint7,float64,628,0.3181357649442756,False,False,False,True,-1.23676323899889,108.988597347646,2.0700809988559277,4.801342118358927,continuous_float_like
SHBint8,float64,491,0.24873353596757852,False,False,False,True,-4.53376764585052,274.422515742094,2.072102477473687,8.433800276084826,continuous_float_like
SHBint9,float64,457,0.2315096251266464,False,False,False,True,-0.717293526284983,288.225251362551,2.208231607613959,8.838078040952388,continuous_float_like
SHBint10,float64,903,0.4574468085106383,False,False,False,True,-1.48769668802637,113.567364189319,4.332829413580245,6.489003388028179,continuous_float_like
SHsOH,float64,1387,0.7026342451874367,False,False,False,True,0.0,2.74466093795004,0.7275068630884715,0.5156234910523597,continuous_float_like
SHdNH,float64,15,0.007598784194528876,False,False,True,True,0.0,4.02478287780452,0.007320474022237018,0.1119419077909753,continuous_float_like
SHsSH,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.613979436945055,0.00031103314941492146,0.013815614945741336,continuous_float_like
SHsNH2,float64,50,0.025329280648429583,False,False,False,True,0.0,6.15643612124961,0.022174303828357653,0.20870655745114985,continuous_float_like
SHssNH,float64,321,0.16261398176291794,False,False,False,True,0.0,7.98073468632543,0.09292408531371428,0.31130719817176195,continuous_float_like
SHaaNH,float64,130,0.06585612968591692,False,False,False,True,0.0,0.961079110214488,0.03174733955775563,0.11901702781384677,continuous_float_like
SHsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SHssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SHsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SHtCH,float64,17,0.008611955420466059,False,False,True,True,0.0,0.630461517749126,0.004353707968423236,0.04723262832468025,continuous_float_like
SHdCH2,float64,42,0.02127659574468085,False,False,False,True,0.0,0.551784766860524,0.010279098801553845,0.06776403537898923,continuous_float_like
SHdsCH,float64,401,0.20314083080040526,False,False,False,True,0.0,3.5928834404132,0.20647837149401474,0.429245822033815,continuous_float_like
SHaaCH,float64,1788,0.9057750759878419,False,False,False,True,0.0,9.57880393700869,4.342322597356845,1.8335224893444502,continuous_float_like
SHCHnX,float64,34,0.017223910840932118,False,False,False,True,0.0,2.07883996672889,0.015728182757112383,0.12356064383989655,continuous_float_like
SHCsats,float64,1147,0.5810536980749746,False,False,False,True,0.0,46.2575899535936,2.4403843356378223,2.563319261673633,continuous_float_like
SHCsatu,float64,509,0.25785207700101315,False,False,False,True,0.0,19.4581489559383,0.43298681554484575,0.9009913855983878,continuous_float_like
SHAvin,float64,285,0.14437689969604864,False,False,False,True,0.0,1.61313947686512,0.10126791793571976,0.2481010012590799,continuous_float_like
SHother,float64,1825,0.9245187436676798,False,False,False,True,0.0,10.618879441577,4.559080067652414,1.8889094564875766,continuous_float_like
SHmisc,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsLi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssBe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssBem,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsBH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssBH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssB,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssBm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsCH3,float64,1181,0.5982776089159068,False,False,False,True,0.0,19.8154654456301,2.3176354920709192,2.561698303925735,continuous_float_like
SdCH2,float64,43,0.021783181357649443,False,False,False,True,0.0,4.29965868291761,0.09036325198602686,0.5863261873610781,continuous_float_like
SssCH2,float64,1363,0.6904761904761905,False,False,False,True,-2.55321347826074,26.7448371291267,3.563058148705948,4.001557769155119,continuous_float_like
StCH,float64,17,0.008611955420466059,False,False,True,True,0.0,6.07662359851348,0.0487816640761466,0.52362164538656,continuous_float_like
SdsCH,float64,410,0.2077001013171226,False,False,False,True,0.0,9.57288588120433,0.6025728559931569,1.3071099261299703,continuous_float_like
SaaCH,float64,1813,0.9184397163120568,False,False,False,True,0.0,40.1465416539112,15.191043688763756,7.100674247370783,continuous_float_like
SsssCH,float64,674,0.3414387031408308,False,False,False,True,-23.8908266118161,5.13425950935476,0.05074874642935124,1.1181387655297974,continuous_float_like
SddC,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
StsC,float64,101,0.05116514690982776,False,False,False,True,0.0,6.28201345899037,0.13177359564384702,0.610115316589462,continuous_float_like
SdssC,float64,1123,0.5688956433637284,False,False,False,True,-21.7616536472311,13.0992776034758,0.269940460986226,1.310801489961399,continuous_float_like
SaasC,float64,1830,0.9270516717325228,False,False,False,True,-11.317137739355,11.3734147280311,3.58932984629389,2.1548928792208817,continuous_float_like
SaaaC,float64,649,0.32877406281661603,False,False,False,True,-0.656560374149659,8.42925230827684,0.71615045687679,1.1994116396122223,continuous_float_like
SssssC,float64,405,0.20516717325227962,False,False,False,True,-10.7348840230536,0.863008037612675,-0.25094098413685606,1.0836810001216524,continuous_float_like
SsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsNH2,float64,50,0.025329280648429583,False,False,False,True,0.0,67.4424527975803,0.24226960283940185,2.2790047232169695,continuous_float_like
SssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdNH,float64,15,0.007598784194528876,False,False,True,True,0.0,61.4886756289317,0.10340134345000611,1.6523183122503111,continuous_float_like
SssNH,float64,326,0.1651469098277609,False,False,False,True,0.0,67.5741177957172,0.7270323745900603,2.5598081005297946,continuous_float_like
SaaNH,float64,132,0.0668693009118541,False,False,False,True,0.0,6.79194710831863,0.2369908287313852,0.8652601784719984,continuous_float_like
StN,float64,79,0.04002026342451875,False,False,False,True,0.0,19.1824459558904,0.3980224816478524,2.0020465551080613,continuous_float_like
SsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdsN,float64,125,0.06332320162107397,False,False,False,True,0.0,9.35400263153419,0.2780072987014629,1.1053904086300876,continuous_float_like
SaaN,float64,454,0.22998986828774062,False,False,False,True,0.0,24.0235920309481,1.5411853733201595,3.1504982541409636,continuous_float_like
SsssN,float64,792,0.4012158054711246,False,False,False,True,0.0,7.78547037907882,1.1604607826014566,1.524563444422627,continuous_float_like
SddsN,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SaasN,float64,190,0.09625126646403243,False,False,False,True,0.0,4.62783025836597,0.20130693013462186,0.6311847000169784,continuous_float_like
SssssNp,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.868779814141093,0.0004401113546814047,0.019549070640748543,continuous_float_like
SsOH,float64,1436,0.7274569402228976,False,False,False,True,0.0,65.6253256657348,13.599357943019752,9.218042597485919,continuous_float_like
SdO,float64,1006,0.5096251266464032,False,False,False,True,0.0,283.941443039521,10.32699626574519,14.793131525637977,continuous_float_like
SssO,float64,970,0.49138804457953394,False,False,False,True,0.0,30.0251293492558,4.9709719765537015,5.788118450309367,continuous_float_like
SaaO,float64,277,0.1403242147922999,False,False,False,True,0.0,16.8805345386802,0.8382702664152887,2.1044232522928303,continuous_float_like
SaOm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsOm,float64,19,0.009625126646403243,False,False,True,True,0.0,22.5693674643834,0.11885787328710866,1.2988496170786061,continuous_float_like
SsF,float64,315,0.1595744680851064,False,False,False,True,0.0,82.417014886968,3.833716449131409,10.297868093614104,continuous_float_like
SsSiH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssSiH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssSiH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssSi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsPH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssPH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdsssP,float64,3,0.001519756838905775,False,False,True,True,-5.76270855641639,0.0,-0.005832919222356403,0.18315746605271624,continuous_float_like
SddsP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsSH,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.301560243671434,0.00015276608088725128,0.00678563476040512,continuous_float_like
SdS,float64,34,0.017223910840932118,False,False,False,True,0.0,0.903523525493873,0.007294422404993524,0.05910810320727933,continuous_float_like
SssS,float64,202,0.10233029381965553,False,False,False,True,-4.22412997815475,0.0,-0.18900905730025921,0.558163694211906,continuous_float_like
SaaS,float64,186,0.09422492401215805,False,False,False,True,-3.11093332218026,0.0,-0.15733273683083807,0.5032955736729332,continuous_float_like
SdssS,float64,2,0.0010131712259371835,False,False,True,True,-3.33957167726314,0.0,-0.0016917789651788957,0.07514622412493278,continuous_float_like
SddssS,float64,121,0.061296859169199594,False,False,False,True,-6.54382611700266,0.0,-0.3480687351179307,1.3538450409624712,continuous_float_like
SssssssS,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SSm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsCl,float64,172,0.08713272543059777,False,False,False,True,0.0,4.65095648295898,0.06901531919056236,0.2577365699108743,continuous_float_like
SsGeH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssGeH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssGeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssGe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsAsH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssAsH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SddsAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsSeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SaaSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SdssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SddssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsBr,float64,113,0.057244174265450865,False,False,False,True,-0.51269235592042,0.680659859518936,0.0037864639461763056,0.04626786259006908,continuous_float_like
SsSnH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssSnH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssSnH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssSn,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsI,float64,5,0.0025329280648429585,False,False,True,True,-0.0970584326211876,0.0,-0.00013868286399265324,0.0032197888248991905,continuous_float_like
SsPbH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssPbH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SsssPbH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SssssPb,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minHBd,float64,1608,0.8145896656534954,False,False,False,True,-0.1232524390993,0.762616898994063,0.435016780940533,0.15592511310321439,continuous_float_like
minwHBd,float64,30,0.015197568389057751,False,False,False,True,0.0,1.3565347573939,0.014167049143905168,0.11393149359080028,continuous_float_like
minHBa,float64,1842,0.9331306990881459,False,False,False,True,-2.45409785793604,13.6650479026678,2.8233833985204595,3.3292860061595837,continuous_float_like
minwHBa,float64,1847,0.9356636271529889,False,False,False,True,-2.03116525468211,2.02578084949161,-0.0967414684794511,0.5412468038634677,continuous_float_like
minHBint2,float64,408,0.2066869300911854,False,False,False,True,-1.24848133906608,7.92565029359737,1.0626441156007929,2.40604984141735,continuous_float_like
minHBint3,float64,397,0.2011144883485309,False,False,False,True,-1.19013727417715,9.86926500070229,0.6096096317640615,1.9206072784619999,continuous_float_like
minHBint4,float64,778,0.3941236068895643,False,False,False,True,-1.19132654126204,10.0821151432209,0.7619828734604919,1.7146174764274638,continuous_float_like
minHBint5,float64,676,0.342451874366768,False,False,False,True,-1.19807343013356,11.5553243676601,0.7766250989152185,1.4954006242366553,continuous_float_like
minHBint6,float64,864,0.4376899696048632,False,False,False,True,-1.05913476404933,7.66158576393287,1.012507493139591,1.975763031200297,continuous_float_like
minHBint7,float64,628,0.3181357649442756,False,False,False,True,-1.23676323899889,10.7970186463229,1.1747849652415974,2.142611554892321,continuous_float_like
minHBint8,float64,491,0.24873353596757852,False,False,False,True,-1.65173138207387,9.28813271316488,1.154495333343019,2.31509940013227,continuous_float_like
minHBint9,float64,457,0.2315096251266464,False,False,False,True,-0.749881595418308,10.3780078926588,0.8641157313662117,1.9358715840150011,continuous_float_like
minHBint10,float64,902,0.4569402228976697,False,False,False,True,-1.48769668802637,10.594322165605,1.8938362956869201,2.3621385265117754,continuous_float_like
minHsOH,float64,1319,0.6681864235055724,False,False,False,True,-0.1232524390993,0.762616898994063,0.3841511187601139,0.2201049108452121,continuous_float_like
minHdNH,float64,15,0.007598784194528876,False,False,True,True,0.0,0.663650388587482,0.004111985612490633,0.04735611900987888,continuous_float_like
minHsSH,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.613979436945055,0.00031103314941492146,0.013815614945741336,continuous_float_like
minHsNH2,float64,50,0.025329280648429583,False,False,False,True,0.0,0.651294851082459,0.012890939021535527,0.0809716685450476,continuous_float_like
minHssNH,float64,320,0.16210739614994935,False,False,False,True,0.0,0.689662695408325,0.06424243965071612,0.1490093028403715,continuous_float_like
minHaaNH,float64,130,0.06585612968591692,False,False,False,True,0.0,0.743763742360718,0.030846251039241955,0.11451376004623146,continuous_float_like
minHsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minHssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minHsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minHtCH,float64,17,0.008611955420466059,False,False,True,True,0.0,0.630461517749126,0.004353707968423236,0.04723262832468025,continuous_float_like
minHdCH2,float64,42,0.02127659574468085,False,False,False,True,0.0,0.551784766860524,0.010279098801553845,0.06776403537898923,continuous_float_like
minHdsCH,float64,396,0.2006079027355623,False,False,False,True,0.0,0.820826955782312,0.12001192831551856,0.23337841882839244,continuous_float_like
minHaaCH,float64,1742,0.8824721377912867,False,False,False,True,0.0,0.789241951505885,0.47416887383977857,0.10243604468806741,continuous_float_like
minHCHnX,float64,34,0.017223910840932118,False,False,False,True,0.0,1.3565347573939,0.01502275681210893,0.11549157189406091,continuous_float_like
minHCsats,float64,977,0.4949341438703141,False,False,False,True,0.0,1.10846139613252,0.2739303787874561,0.2148114909197962,continuous_float_like
minHCsatu,float64,509,0.25785207700101315,False,False,False,True,0.0,1.11827699829931,0.2433547343759047,0.3230567371408023,continuous_float_like
minHAvin,float64,285,0.14437689969604864,False,False,False,True,0.0,0.820826955782312,0.08891247626712814,0.2093012995249172,continuous_float_like
minHother,float64,1777,0.9002026342451874,False,False,False,True,0.0,0.789241951505885,0.47766750658022655,0.08072510474431409,continuous_float_like
minHmisc,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsLi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssBe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssBem,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsBH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssBH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssB,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssBm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsCH3,float64,1174,0.5947315096251267,False,False,False,True,0.0,2.52400292543555,1.2279741846150058,0.9529119944696166,continuous_float_like
mindCH2,float64,43,0.021783181357649443,False,False,False,True,0.0,4.29965868291761,0.09036325198602686,0.5863261873610781,continuous_float_like
minssCH2,float64,1284,0.6504559270516718,False,False,False,True,-1.32758054610733,1.32276768275415,0.4005302551486608,0.3744152046849122,continuous_float_like
mintCH,float64,17,0.008611955420466059,False,False,True,True,0.0,6.07662359851348,0.0487816640761466,0.52362164538656,continuous_float_like
mindsCH,float64,409,0.207193515704154,False,False,False,True,0.0,2.57859083679768,0.33424680572333715,0.6599342797933302,continuous_float_like
minaaCH,float64,1777,0.9002026342451874,False,False,False,True,-0.0960288065843624,2.22970589221338,1.5476021761472898,0.3775748363298256,continuous_float_like
minsssCH,float64,679,0.34397163120567376,False,False,False,True,-3.07998450750473,0.96465540228437,-0.05916632530200079,0.3476660029744097,continuous_float_like
minddC,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mintsC,float64,101,0.05116514690982776,False,False,False,True,0.0,3.20084537981859,0.11679498297355337,0.5056010993776427,continuous_float_like
mindssC,float64,1133,0.5739614994934144,False,False,False,True,-1.90342592592592,2.02578084949161,-0.04071245255252603,0.5646790239283352,continuous_float_like
minaasC,float64,1803,0.9133738601823708,False,False,False,True,-2.03116525468211,1.37812216553288,0.15902525186338973,0.43917004569980483,continuous_float_like
minaaaC,float64,667,0.33789260385005065,False,False,False,True,-0.656560374149659,1.3771221760309,0.2875728488529854,0.4260933812297961,continuous_float_like
minssssC,float64,405,0.20516717325227962,False,False,False,True,-5.73478812358276,0.664809724335245,-0.2296197363058594,0.927178810965503,continuous_float_like
minsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsNH2,float64,50,0.025329280648429583,False,False,False,True,0.0,6.66731670445956,0.14505019506537664,0.9022028050998215,continuous_float_like
minssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindNH,float64,15,0.007598784194528876,False,False,True,True,0.0,8.78142118073124,0.056801736778284165,0.6503957750623582,continuous_float_like
minssNH,float64,326,0.1651469098277609,False,False,False,True,0.0,3.83768624373617,0.5042961385355181,1.126476520460909,continuous_float_like
minaaNH,float64,132,0.0668693009118541,False,False,False,True,0.0,3.70972904745767,0.2302039297336223,0.8278476444786445,continuous_float_like
mintN,float64,79,0.04002026342451875,False,False,False,True,0.0,10.7069960501808,0.3744259525277589,1.835463817593797,continuous_float_like
minsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindsN,float64,125,0.06332320162107397,False,False,False,True,0.0,5.13755626942134,0.26484931736962647,1.0303757951197616,continuous_float_like
minaaN,float64,453,0.22948328267477203,False,False,False,True,0.0,5.05441121819098,1.0340659876491736,1.838692540188371,continuous_float_like
minsssN,float64,789,0.39969604863221886,False,False,False,True,0.0,2.73477211777987,0.9511204781346203,1.102870809100493,continuous_float_like
minddsN,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minaasN,float64,190,0.09625126646403243,False,False,False,True,0.0,2.48652391597207,0.19709117024499892,0.6125911988480828,continuous_float_like
minssssNp,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.868779814141093,0.0004401113546814047,0.019549070640748543,continuous_float_like
minsOH,float64,1422,0.7203647416413373,False,False,False,True,0.0,11.7323364427012,7.527083171314504,3.968341993143518,continuous_float_like
mindO,float64,1004,0.5086119554204661,False,False,False,True,0.0,14.3911753890187,6.481881104059004,6.116083091123403,continuous_float_like
minssO,float64,965,0.488855116514691,False,False,False,True,0.0,6.72636643178851,2.995070417921478,2.858125570458027,continuous_float_like
minaaO,float64,277,0.1403242147922999,False,False,False,True,0.0,6.57830915642198,0.7934128910998574,1.9355805157936148,continuous_float_like
minaOm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsOm,float64,19,0.009625126646403243,False,False,True,True,0.0,12.3609114386495,0.1018472897733091,1.0625637729564594,continuous_float_like
minsF,float64,314,0.1590678824721378,False,False,False,True,0.0,15.4779912333897,2.2431904459709893,5.050168017872781,continuous_float_like
minsSiH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssSiH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssSiH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssSi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsPH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssPH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindsssP,float64,3,0.001519756838905775,False,False,True,True,-5.76270855641639,0.0,-0.005832919222356403,0.18315746605271624,continuous_float_like
minddsP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsSH,float64,2,0.0010131712259371835,False,False,True,True,0.0,0.301560243671434,0.00015276608088725128,0.00678563476040512,continuous_float_like
mindS,float64,34,0.017223910840932118,False,False,False,True,0.0,0.903523525493873,0.007294422404993524,0.05910810320727933,continuous_float_like
minssS,float64,201,0.10182370820668693,False,False,False,True,-2.45409785793604,0.0,-0.1753524757486591,0.5029681891024933,continuous_float_like
minaaS,float64,186,0.09422492401215805,False,False,False,True,-2.32355162362051,0.0,-0.14696420281312142,0.46225576454157097,continuous_float_like
mindssS,float64,2,0.0010131712259371835,False,False,True,True,-3.33957167726314,0.0,-0.0016917789651788957,0.07514622412493278,continuous_float_like
minddssS,float64,121,0.061296859169199594,False,False,False,True,-6.54382611700266,0.0,-0.3480687351179307,1.3538450409624712,continuous_float_like
minssssssS,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minSm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsCl,float64,172,0.08713272543059777,False,False,False,True,0.0,1.04387687317123,0.05944476312796131,0.19877448713507984,continuous_float_like
minsGeH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssGeH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssGeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssGe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsAsH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssAsH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minddsAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsSeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minaaSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
mindssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minddssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsBr,float64,113,0.057244174265450865,False,False,False,True,-0.51269235592042,0.40849790739341,0.003520653528470957,0.04251308610459516,continuous_float_like
minsSnH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssSnH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsssSnH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minssssSn,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
minsI,float64,5,0.0025329280648429585,False,False,True,True,-0.059350263780409,0.0,-9.458653838086524e-05,0.0021315555077354603,continuous_float_like
