descriptor,descriptor_category,descriptor_category_source,is_constant,is_near_constant,dominant_value_ratio,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like
SssBe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssBem,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsBH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssBH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssB,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssBm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsCH3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.36423505572441744,continuous_float_like,False,False,False,True
SdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True
SssCH2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.2548125633232016,continuous_float_like,False,False,False,True
StCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True
SdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True
SaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
SsssCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6063829787234043,continuous_float_like,False,False,False,True
SddC,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
StsC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9483282674772037,continuous_float_like,False,False,False,True
SdssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.38247213779128675,continuous_float_like,False,False,False,True
SaasC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.02684903748733536,continuous_float_like,False,False,False,True
SaaaC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6448834853090172,continuous_float_like,False,False,False,True
SssssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True
SsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True
SssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True
SssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True
SaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
StN,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9599797365754813,continuous_float_like,False,False,False,True
SsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdsN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9371833839918946,continuous_float_like,False,False,False,True
SaaN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7583586626139818,continuous_float_like,False,False,False,True
SsssN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5536980749746707,continuous_float_like,False,False,False,True
SddsN,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SaasN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.903242147922999,continuous_float_like,False,False,False,True
SssssNp,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
SsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True
SdO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.46808510638297873,continuous_float_like,False,False,False,True
SssO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.47315096251266464,continuous_float_like,False,False,False,True
SaaO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8556231003039514,continuous_float_like,False,False,False,True
SaOm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsOm,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9908814589665653,continuous_float_like,False,False,True,True
SsF,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8348530901722391,continuous_float_like,False,False,False,True
SsSiH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssSiH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssSiH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssSi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsPH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssPH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdsssP,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9989868287740629,continuous_float_like,False,False,True,True
SddsP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
SdS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9832826747720365,continuous_float_like,False,False,False,True
SssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8880445795339412,continuous_float_like,False,False,False,True
SaaS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9052684903748733,continuous_float_like,False,False,False,True
SdssS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
SddssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9376899696048632,continuous_float_like,False,False,False,True
SssssssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SSm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsCl,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9123606889564336,continuous_float_like,False,False,False,True
SsGeH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssGeH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssGeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssGe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsAsH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssAsH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SddsAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsSeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SaaSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SdssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SddssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsBr,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9417426545086119,continuous_float_like,False,False,False,True
SsSnH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssSnH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssSnH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssSn,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsI,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9979736575481256,continuous_float_like,False,False,True,True
SsPbH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssPbH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SsssPbH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
SssssPb,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minHBd,Atom type electrotopological state,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True
minwHBd,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9822695035460993,continuous_float_like,False,False,False,True
minHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
minwHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
minHBint2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7826747720364742,continuous_float_like,False,False,False,True
minHBint3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7938196555217831,continuous_float_like,False,False,False,True
minHBint4,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5785207700101317,continuous_float_like,False,False,False,True
minHBint5,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6388044579533941,continuous_float_like,False,False,False,True
minHBint6,Atom type electrotopological state,Summary.Descriptor type,False,False,0.538500506585613,continuous_float_like,False,False,False,True
minHBint7,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6514690982776089,continuous_float_like,False,False,False,True
minHBint8,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7330293819655522,continuous_float_like,False,False,False,True
minHBint9,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7548125633232016,continuous_float_like,False,False,False,True
minHBint10,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5015197568389058,continuous_float_like,False,False,False,True
minHsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True
minHdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True
minHsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
minHsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True
minHssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True
minHaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
minHsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minHssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minHsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minHtCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True
minHdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True
minHdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True
minHaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
minHCHnX,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9802431610942249,continuous_float_like,False,False,False,True
minHCsats,Atom type electrotopological state,Summary.Descriptor type,False,False,0.30749746707193515,continuous_float_like,False,False,False,True
minHCsatu,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6170212765957447,continuous_float_like,False,False,False,True
minHAvin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8449848024316109,continuous_float_like,False,False,False,True
minHother,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0060790273556231,continuous_float_like,False,False,False,True
minHmisc,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsLi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssBe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssBem,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsBH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssBH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssB,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssBm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsCH3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.36423505572441744,continuous_float_like,False,False,False,True
mindCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True
minssCH2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.2548125633232016,continuous_float_like,False,False,False,True
mintCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True
mindsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True
minaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
minsssCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6063829787234043,continuous_float_like,False,False,False,True
minddC,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mintsC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9483282674772037,continuous_float_like,False,False,False,True
mindssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.38247213779128675,continuous_float_like,False,False,False,True
minaasC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.02684903748733536,continuous_float_like,False,False,False,True
minaaaC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6448834853090172,continuous_float_like,False,False,False,True
minssssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True
minsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True
minssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True
minssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True
minaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
mintN,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9599797365754813,continuous_float_like,False,False,False,True
minsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindsN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9371833839918946,continuous_float_like,False,False,False,True
minaaN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7583586626139818,continuous_float_like,False,False,False,True
minsssN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5536980749746707,continuous_float_like,False,False,False,True
minddsN,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minaasN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.903242147922999,continuous_float_like,False,False,False,True
minssssNp,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
minsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True
mindO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.46808510638297873,continuous_float_like,False,False,False,True
minssO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.47315096251266464,continuous_float_like,False,False,False,True
minaaO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8556231003039514,continuous_float_like,False,False,False,True
minaOm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsOm,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9908814589665653,continuous_float_like,False,False,True,True
minsF,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8348530901722391,continuous_float_like,False,False,False,True
minsSiH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssSiH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssSiH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssSi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsPH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssPH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindsssP,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9989868287740629,continuous_float_like,False,False,True,True
minddsP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
mindS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9832826747720365,continuous_float_like,False,False,False,True
minssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8880445795339412,continuous_float_like,False,False,False,True
minaaS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9052684903748733,continuous_float_like,False,False,False,True
mindssS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
minddssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9376899696048632,continuous_float_like,False,False,False,True
minssssssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minSm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsCl,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9123606889564336,continuous_float_like,False,False,False,True
minsGeH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssGeH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssGeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssGe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsAsH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssAsH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minddsAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsSeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minaaSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
mindssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minddssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsBr,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9417426545086119,continuous_float_like,False,False,False,True
minsSnH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssSnH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssSnH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssSn,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsI,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9979736575481256,continuous_float_like,False,False,True,True
minsPbH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssPbH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minsssPbH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
minssssPb,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxHBd,Atom type electrotopological state,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True
maxwHBd,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9822695035460993,continuous_float_like,False,False,False,True
maxHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True
maxwHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True
maxHBint2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7847011144883486,continuous_float_like,False,False,False,True
maxHBint3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8095238095238095,continuous_float_like,False,False,False,True
maxHBint4,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6940222897669707,continuous_float_like,False,False,False,True
maxHBint5,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6524822695035462,continuous_float_like,False,False,False,True
maxHBint6,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6099290780141844,continuous_float_like,False,False,False,True
maxHBint7,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6636271529888551,continuous_float_like,False,False,False,True
maxHBint8,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7406281661600811,continuous_float_like,False,False,False,True
maxHBint9,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7563323201621074,continuous_float_like,False,False,False,True
maxHBint10,Atom type electrotopological state,Summary.Descriptor type,False,False,0.502532928064843,continuous_float_like,False,False,False,True
maxHsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True
maxHdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True
maxHsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True
maxHsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True
maxHssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True
maxHaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True
maxHsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxHssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxHsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxHtCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True
maxHdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True
maxHdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True
maxHaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
maxHCHnX,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9802431610942249,continuous_float_like,False,False,False,True
maxHCsats,Atom type electrotopological state,Summary.Descriptor type,False,False,0.30749746707193515,continuous_float_like,False,False,False,True
maxHCsatu,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6170212765957447,continuous_float_like,False,False,False,True
maxHAvin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8449848024316109,continuous_float_like,False,False,False,True
maxHother,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0060790273556231,continuous_float_like,False,False,False,True
maxHmisc,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsLi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssBe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssBem,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsBH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssBH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsssB,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxssssBm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsCH3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.36423505572441744,continuous_float_like,False,False,False,True
maxdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True
maxssCH2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.26494427558257344,continuous_float_like,False,False,False,True
maxtCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True
maxdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True
maxaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
maxsssCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7416413373860182,continuous_float_like,False,False,False,True
maxddC,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxtsC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9483282674772037,continuous_float_like,False,False,False,True
maxdssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6266464032421479,continuous_float_like,False,False,False,True
maxaasC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True
maxaaaC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6474164133738601,continuous_float_like,False,False,False,True
maxssssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9199594731509625,continuous_float_like,False,False,False,True
maxsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
maxsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True
maxssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False
