descriptor,descriptor_category,descriptor_category_source,is_constant,is_near_constant,dominant_value_ratio,descriptor_numeric_type,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,candidate_super_block
nsssGeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssssGe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsAsH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssAsH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
ndsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nddsAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsssssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsSeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
ndSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
naaSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
ndssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssssssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nddssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsBr,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9417426545086119,integer_low_cardinality,True,False,True,False,block_X_local_electronic_atom_environment
nsSnH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssSnH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsssSnH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssssSn,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsI,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9979736575481256,integer_low_cardinality,True,False,True,False,block_X_local_electronic_atom_environment
nsPbH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssPbH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nsssPbH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
nssssPb,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SHBd,Atom type electrotopological state,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SwHBd,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9822695035460993,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SwHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7826747720364742,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7938196555217831,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint4,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5785207700101317,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint5,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6388044579533941,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint6,Atom type electrotopological state,Summary.Descriptor type,False,False,0.538500506585613,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint7,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6514690982776089,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint8,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7330293819655522,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint9,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7548125633232016,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHBint10,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5015197568389058,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SHsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SHsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SHssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SHsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SHtCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SHdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHCHnX,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9802431610942249,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHCsats,Atom type electrotopological state,Summary.Descriptor type,False,False,0.30749746707193515,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHCsatu,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6170212765957447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHAvin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8449848024316109,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHother,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0060790273556231,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SHmisc,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsLi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssBe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssBem,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsBH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssBH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssB,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssBm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsCH3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.36423505572441744,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssCH2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.2548125633232016,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
StCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsssCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6063829787234043,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SddC,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
StsC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9483282674772037,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SdssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.38247213779128675,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaasC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.02684903748733536,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaaC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6448834853090172,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
StN,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9599797365754813,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdsN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9371833839918946,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7583586626139818,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsssN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5536980749746707,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SddsN,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SaasN,Atom type electrotopological state,Summary.Descriptor type,False,False,0.903242147922999,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssssNp,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SdO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.46808510638297873,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.47315096251266464,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaO,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8556231003039514,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaOm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsOm,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9908814589665653,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SsF,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8348530901722391,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsSiH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssSiH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssSiH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssSi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsPH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssPH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdsssP,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9989868287740629,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SddsP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssssP,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SdS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9832826747720365,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8880445795339412,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SaaS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9052684903748733,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SdssS,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SddssS,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9376899696048632,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SssssssS,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SSm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsCl,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9123606889564336,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsGeH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssGeH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssGeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssGe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsAsH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssAsH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdsssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SddsAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssssAs,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsSeH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SaaSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SdssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SddssSe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsBr,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9417426545086119,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
SsSnH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssSnH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssSnH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssSn,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsI,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9979736575481256,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
SsPbH3,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssPbH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SsssPbH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
SssssPb,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minHBd,Atom type electrotopological state,Summary.Descriptor type,False,False,0.06332320162107397,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minwHBd,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9822695035460993,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0035460992907801418,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minwHBa,Atom type electrotopological state,Summary.Descriptor type,False,False,0.00303951367781155,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7826747720364742,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7938196555217831,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint4,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5785207700101317,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint5,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6388044579533941,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint6,Atom type electrotopological state,Summary.Descriptor type,False,False,0.538500506585613,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint7,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6514690982776089,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint8,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7330293819655522,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint9,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7548125633232016,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHBint10,Atom type electrotopological state,Summary.Descriptor type,False,False,0.5015197568389058,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHsOH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.21580547112462006,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHdNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
minHsSH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9994934143870314,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
minHsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHssNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8302938196555217,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHaaNH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9275582573454914,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minHssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minHsssNHp,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minHtCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
minHdCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHdsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHCHnX,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9802431610942249,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHCsats,Atom type electrotopological state,Summary.Descriptor type,False,False,0.30749746707193515,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHCsatu,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6170212765957447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHAvin,Atom type electrotopological state,Summary.Descriptor type,False,False,0.8449848024316109,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHother,Atom type electrotopological state,Summary.Descriptor type,False,False,0.0060790273556231,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minHmisc,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minsLi,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minssBe,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minssssBem,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minsBH2,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minssBH,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minsssB,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minssssBm,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minsCH3,Atom type electrotopological state,Summary.Descriptor type,False,False,0.36423505572441744,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
mindCH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9766970618034447,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minssCH2,Atom type electrotopological state,Summary.Descriptor type,False,False,0.2548125633232016,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
mintCH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9913880445795339,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
mindsCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.7781155015197568,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minaaCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.028875379939209727,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minsssCH,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6063829787234043,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minddC,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
mintsC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.9483282674772037,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
mindssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.38247213779128675,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minaasC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.02684903748733536,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minaaaC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.6448834853090172,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minssssC,Atom type electrotopological state,Summary.Descriptor type,False,False,0.779128672745694,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minsNH3p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
minsNH2,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9746707193515705,continuous_float_like,False,False,False,True,block_X_local_electronic_atom_environment
minssNH2p,Atom type electrotopological state,Summary.Descriptor type,True,False,1.0,binary_like,True,True,True,False,block_X_local_electronic_atom_environment
mindNH,Atom type electrotopological state,Summary.Descriptor type,False,True,0.9924012158054711,continuous_float_like,False,False,True,True,block_X_local_electronic_atom_environment
