descriptor,PC1_weight,PC1_corr_loading,component,abs_weight,abs_corr_loading,PC2_weight,PC2_corr_loading,PC3_weight,PC3_corr_loading,PC4_weight,PC4_corr_loading,PC5_weight,PC5_corr_loading,PC6_weight,PC6_corr_loading,PC7_weight,PC7_corr_loading,PC8_weight,PC8_corr_loading,PC9_weight,PC9_corr_loading,PC10_weight,PC10_corr_loading,descriptor_category,descriptor_numeric_type,is_binary_like,is_rare_binary_like,is_near_constant,dominant_value_ratio
BCUTc-1l,,,PC5,0.1148488252771176,0.5296301304254467,,,,,,,-0.1148488252771176,-0.5296301304254467,,,,,,,,,,,BCUT,continuous_float_like,False,False,False,0.0065856129685916
SHsOH,,,PC5,0.11450658283967313,0.5280518652029378,,,,,,,0.11450658283967313,0.5280518652029378,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.21580547112462
naaNH,,,PC5,0.11433455768714007,0.5272585640633517,,,,,,,-0.11433455768714007,-0.5272585640633517,,,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9275582573454914
nHaaNH,,,PC5,0.11433455768714006,0.5272585640633517,,,,,,,-0.11433455768714006,-0.5272585640633517,,,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9275582573454914
maxaaNH,,,PC5,0.11093999415906469,0.5116043932890837,,,,,,,-0.11093999415906469,-0.5116043932890837,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
minaaNH,,,PC5,0.1108524262420734,0.5112005702009037,,,,,,,-0.1108524262420734,-0.5112005702009037,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
SaaNH,,,PC5,0.11004909076736649,0.5074959552758683,,,,,,,-0.11004909076736649,-0.5074959552758683,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
naaN,,,PC5,0.10607353893901832,0.48916253281133126,,,,,,,-0.10607353893901832,-0.48916253281133126,,,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.7583586626139818
MLFER_A,,,PC5,0.1052230731092449,0.4852405742953575,,,,,,,0.1052230731092449,0.4852405742953575,,,,,,,,,,,Molecular linear free energy relation,continuous_float_like,False,False,False,0.232016210739615
SaaN,,,PC5,0.10407662651194269,0.4799536881701417,,,,,,,-0.10407662651194269,-0.4799536881701417,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7583586626139818
maxaaN,,,PC5,0.10241888607750418,0.47230894926763367,,,,,,,-0.10241888607750418,-0.47230894926763367,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7583586626139818
minaaN,,,PC5,0.10027138103415384,0.46240564051846245,,,,,,,-0.10027138103415384,-0.46240564051846245,,,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7583586626139818
VCH-5,,,PC5,0.09957392495872693,0.45918929284313237,,,,,,,-0.09957392495872693,-0.45918929284313237,,,,,,,,,,,Chi chain,continuous_float_like,False,False,False,0.4265450861195542
naaaC,,,PC6,0.13928469780053543,0.5428216405815304,,,,,,,,,0.13928469780053543,0.5428216405815304,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.6448834853090172
ETA_Epsilon_3,,,PC6,0.1346462475580326,0.5247446284606653,,,,,,,,,0.1346462475580326,0.5247446284606653,,,,,,,,,Extended topochemical atom,continuous_float_like,False,False,False,0.083080040526849
maxaaaC,,,PC6,0.13099583946406138,0.5105182235385749,,,,,,,,,0.13099583946406138,0.5105182235385749,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.6474164133738601
SaaaC,,,PC6,0.12800018365577528,0.49884352541200716,,,,,,,,,0.12800018365577528,0.49884352541200716,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.6448834853090172
minaaaC,,,PC6,0.12635628385794356,0.49243690358418374,,,,,,,,,0.12635628385794356,0.49243690358418374,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.6448834853090172
MLFER_A,,,PC6,0.11951740891852583,0.4657843755393377,,,,,,,,,0.11951740891852583,0.4657843755393377,,,,,,,,,Molecular linear free energy relation,continuous_float_like,False,False,False,0.232016210739615
WTPT-2,,,PC6,0.11658990928202968,0.45437529628958157,,,,,,,,,0.11658990928202968,0.45437529628958157,,,,,,,,,Weighted path,continuous_float_like,False,False,False,0.0055724417426545
SCH-7,,,PC6,0.11181459694724857,0.43576490392927153,,,,,,,,,0.11181459694724857,0.43576490392927153,,,,,,,,,Chi chain,continuous_float_like,False,False,False,0.0162107396149949
nT9Ring,,,PC6,0.10821051275502883,0.4217190329548716,,,,,,,,,0.10821051275502883,0.4217190329548716,,,,,,,,,RingCountDescriptor,integer_low_cardinality,False,False,True,0.6058763931104356
nF9Ring,,,PC6,0.10821051275502883,0.4217190329548716,,,,,,,,,0.10821051275502883,0.4217190329548716,,,,,,,,,Ring count,integer_low_cardinality,False,False,True,0.6058763931104356
SHBd,,,PC6,0.10243646445176534,0.3992163573396151,,,,,,,,,0.10243646445176534,0.3992163573396151,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.0633232016210739
SsOH,,,PC6,0.09949294357597675,0.3877448399646784,,,,,,,,,0.09949294357597675,0.3877448399646784,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.21580547112462
nsOH,,,PC6,0.0990690057915386,0.3860926656247318,,,,,,,,,0.0990690057915386,0.3860926656247318,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.4290780141843971
nHsOH,,,PC6,0.09906900579153857,0.3860926656247318,,,,,,,,,0.09906900579153857,0.3860926656247318,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.4290780141843971
ETA_Shape_Y,,,PC6,0.09647918128928087,0.37599957709933685,,,,,,,,,0.09647918128928087,0.37599957709933685,,,,,,,,,Extended topochemical atom,continuous_float_like,False,False,False,0.0096251266464032
BCUTc-1h,,,PC6,0.09623116817579115,0.37503301804959116,,,,,,,,,-0.09623116817579115,-0.37503301804959116,,,,,,,,,BCUT,continuous_float_like,False,False,False,0.0030395136778115
minHssNH,,,PC6,0.09346409499540158,0.36424915430068705,,,,,,,,,-0.09346409499540158,-0.36424915430068705,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8302938196555217
SHsOH,,,PC6,0.0933460221785965,0.3637889998031841,,,,,,,,,0.0933460221785965,0.3637889998031841,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.21580547112462
nHBd,,,PC6,0.09317417762207704,0.3631192855734964,,,,,,,,,0.09317417762207704,0.3631192855734964,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.4741641337386018
minssNH,,,PC6,0.09177874556159034,0.3576809945598035,,,,,,,,,-0.09177874556159034,-0.3576809945598035,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8302938196555217
maxssNH,,,PC6,0.09081661566147065,0.3539313728204265,,,,,,,,,-0.09081661566147065,-0.3539313728204265,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8302938196555217
ETA_dEpsilon_D,,,PC6,0.090751678865764,0.353678300526512,,,,,,,,,0.090751678865764,0.353678300526512,,,,,,,,,Extended topochemical atom,continuous_float_like,False,False,False,0.0633232016210739
ETA_Epsilon_5,,,PC6,0.09067123925614597,0.3533648105197119,,,,,,,,,-0.09067123925614597,-0.3533648105197119,,,,,,,,,Extended topochemical atom,continuous_float_like,False,False,False,0.0141843971631205
maxHssNH,,,PC6,0.09012582197728886,0.3512392051460718,,,,,,,,,-0.09012582197728886,-0.3512392051460718,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8302938196555217
nHBDon,,,PC6,0.08887019633892457,0.3463457690419193,,,,,,,,,0.08887019633892457,0.3463457690419193,,,,,,,,,Hbond donor count,integer_low_cardinality,False,False,True,0.4772036474164133
nHBint10,,,PC6,0.08873775666177608,0.34582962388051164,,,,,,,,,0.08873775666177608,0.34582962388051164,,,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.5015197568389058
FMF,,,PC6,0.08860763507349624,0.34532251279695,,,,,,,,,0.08860763507349624,0.34532251279695,,,,,,,,,FMFDescriptor,continuous_float_like,False,False,False,0.0673758865248227
SHBint10,,,PC6,0.0882575156540781,0.3439580240867821,,,,,,,,,0.0882575156540781,0.3439580240867821,,,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.5015197568389058
ATSc2,,,PC6,0.08770549755315687,0.3418066939270122,,,,,,,,,0.08770549755315687,0.3418066939270122,,,,,,,,,Autocorrelation (charge),continuous_float_like,False,False,False,0.0035460992907801
nTRing,,,PC6,0.08733989007042929,0.3403818449901438,,,,,,,,,0.08733989007042929,0.3403818449901438,,,,,,,,,RingCountDescriptor,integer_low_cardinality,False,False,True,0.2487335359675785
SHdsCH,,,PC7,0.15885936028157033,0.5921024094115859,,,,,,,,,,,0.15885936028157033,0.5921024094115859,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
maxHAvin,,,PC7,0.1575339765793966,0.5871624242444488,,,,,,,,,,,0.1575339765793966,0.5871624242444488,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8449848024316109
minHAvin,,,PC7,0.15725182486554304,0.5861107851764323,,,,,,,,,,,0.15725182486554304,0.5861107851764323,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8449848024316109
nHdsCH,,,PC7,0.1544286012031147,0.5755880339210517,,,,,,,,,,,0.1544286012031147,0.5755880339210517,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.7781155015197568
ndsCH,,,PC7,0.1544286012031147,0.5755880339210517,,,,,,,,,,,0.1544286012031147,0.5755880339210517,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.7781155015197568
nHAvin,,,PC7,0.15057804687888113,0.5612362041710911,,,,,,,,,,,0.15057804687888113,0.5612362041710911,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.8449848024316109
SHAvin,,,PC7,0.14926813078000972,0.5563538700304138,,,,,,,,,,,0.14926813078000972,0.5563538700304138,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8449848024316109
maxHdsCH,,,PC7,0.14921566568847416,0.5561583215461886,,,,,,,,,,,0.14921566568847416,0.5561583215461886,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
minHdsCH,,,PC7,0.14476860490003132,0.5395831861372975,,,,,,,,,,,0.14476860490003132,0.5395831861372975,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
maxdsCH,,,PC7,0.14263833372637644,0.5316432152574869,,,,,,,,,,,0.14263833372637644,0.5316432152574869,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
SdsCH,,,PC7,0.13857450171675223,0.5164964544995576,,,,,,,,,,,0.13857450171675223,0.5164964544995576,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
mindsCH,,,PC7,0.13018921535454112,0.4852427200650791,,,,,,,,,,,0.13018921535454112,0.4852427200650791,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
ETA_BetaP_s,,,PC7,0.12905504882975002,0.4810154417302525,,,,,,,,,,,-0.12905504882975002,-0.4810154417302525,,,,,,,Extended topochemical atom,continuous_float_like,False,False,False,0.0764944275582573
minHBint2,,,PC7,0.11305006868642832,0.4213614982128621,,,,,,,,,,,0.11305006868642832,0.4213614982128621,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7826747720364742
ALogP,,,PC7,0.11110924989467608,0.4141276563996339,,,,,,,,,,,0.11110924989467608,0.4141276563996339,,,,,,,ALOGP,continuous_float_like,False,False,False,0.0045592705167173
SssO,,,PC7,0.10709646928625914,0.39917117500330646,,,,,,,,,,,-0.10709646928625914,-0.39917117500330646,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.4731509625126646
nssO,,,PC7,0.10578654731977295,0.39428881899278867,,,,,,,,,,,-0.10578654731977295,-0.39428881899278867,,,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.4731509625126646
nAcid,,,PC7,0.10509213644826255,0.3917006029165436,,,,,,,,,,,0.10509213644826255,0.3917006029165436,,,,,,,Acidic group count,integer_low_cardinality,False,False,True,0.9017223910840932
MDEO-12,,,PC7,0.10421895251552063,0.3884460618588454,,,,,,,,,,,-0.10421895251552063,-0.3884460618588454,,,,,,,Molecular distance edge,continuous_float_like,False,False,False,0.3946301925025329
XLogP,,,PC7,0.10421838609354121,0.3884439506844188,,,,,,,,,,,0.10421838609354121,0.3884439506844188,,,,,,,XLogP,continuous_float_like,False,False,False,0.0045592705167173
maxHBint2,,,PC7,0.10418800933314538,0.38833073007854124,,,,,,,,,,,0.10418800933314538,0.38833073007854124,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7847011144883486
MDEO-22,,,PC7,0.10076071310537692,0.37555647270628334,,,,,,,,,,,-0.10076071310537692,-0.37555647270628334,,,,,,,Molecular distance edge,continuous_float_like,False,False,False,0.7137791286727457
nTRing,,,PC7,0.0988190718869989,0.3683195655352061,,,,,,,,,,,-0.0988190718869989,-0.3683195655352061,,,,,,,RingCountDescriptor,integer_low_cardinality,False,False,True,0.2487335359675785
WTPT-4,,,PC7,0.09819846750480372,0.36600644184304376,,,,,,,,,,,-0.09819846750480372,-0.36600644184304376,,,,,,,Weighted path,continuous_float_like,False,False,False,0.0253292806484295
nHother,,,PC7,0.09270411866726502,0.34552784253930585,,,,,,,,,,,0.09270411866726502,0.34552784253930585,,,,,,,Atom type electrotopological state,integer_count_like,False,False,False,0.1666666666666666
nFG12Ring,,,PC7,0.09226906655139368,0.34390631135870336,,,,,,,,,,,-0.09226906655139368,-0.34390631135870336,,,,,,,Ring count,integer_low_cardinality,False,False,True,0.7836879432624113
SwHBa,,,PC7,0.09193149272973324,0.34264810238187593,,,,,,,,,,,0.09193149272973324,0.34264810238187593,,,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.0030395136778115
nTG12Ring,,,PC7,0.0913284782054494,0.34040053980762225,,,,,,,,,,,-0.0913284782054494,-0.34040053980762225,,,,,,,RingCountDescriptor,integer_low_cardinality,False,False,True,0.7811550151975684
MDEC-12,,,PC7,0.08979784181123053,0.33469553447873457,,,,,,,,,,,0.08979784181123053,0.33469553447873457,,,,,,,Molecular distance edge,continuous_float_like,False,False,False,0.3520770010131712
nFRing,,,PC7,0.08953038197313704,0.3336986551366845,,,,,,,,,,,-0.08953038197313704,-0.3336986551366845,,,,,,,Ring count,integer_low_cardinality,False,False,True,0.5668693009118541
mintsC,,,PC8,0.2234736227628332,0.7815285565870143,,,,,,,,,,,,,0.2234736227628332,0.7815285565870143,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9483282674772036
maxtsC,,,PC8,0.22308065658150844,0.7801542812310184,,,,,,,,,,,,,0.22308065658150844,0.7801542812310184,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9483282674772036
nBondsT,,,PC8,0.21522097275167856,0.7526675144134594,,,,,,,,,,,,,0.21522097275167856,0.7526675144134594,,,,,Bond count,integer_low_cardinality,False,False,True,0.9483282674772036
C1SP1,,,PC8,0.2109474564620133,0.7377222382053674,,,,,,,,,,,,,0.2109474564620133,0.7377222382053674,,,,,Carbon types,integer_low_cardinality,False,False,True,0.9513677811550152
ntsC,,,PC8,0.20895468006930498,0.7307531308962384,,,,,,,,,,,,,0.20895468006930498,0.7307531308962384,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9483282674772036
StsC,,,PC8,0.20789178126089802,0.7270359773402066,,,,,,,,,,,,,0.20789178126089802,0.7270359773402066,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9483282674772036
ntCH,,,PC8,0.1680959427102701,0.5878625756826448,,,,,,,,,,,,,0.1680959427102701,0.5878625756826448,,,,,Atom type electrotopological state,binary_like,True,True,True,0.991388044579534
nHtCH,,,PC8,0.16809594271027006,0.5878625756826448,,,,,,,,,,,,,0.16809594271027006,0.5878625756826448,,,,,Atom type electrotopological state,binary_like,True,True,True,0.991388044579534
maxtCH,,,PC8,0.16803497066629938,0.5876493451772838,,,,,,,,,,,,,0.16803497066629938,0.5876493451772838,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
StCH,,,PC8,0.16803497066629938,0.5876493451772838,,,,,,,,,,,,,0.16803497066629938,0.5876493451772838,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
mintCH,,,PC8,0.16803497066629935,0.5876493451772838,,,,,,,,,,,,,0.16803497066629935,0.5876493451772838,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
maxHtCH,,,PC8,0.1659778242993064,0.5804551241725507,,,,,,,,,,,,,0.1659778242993064,0.5804551241725507,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
SHtCH,,,PC8,0.1659778242993064,0.5804551241725507,,,,,,,,,,,,,0.1659778242993064,0.5804551241725507,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
minHtCH,,,PC8,0.16597782429930638,0.5804551241725507,,,,,,,,,,,,,0.16597782429930638,0.5804551241725507,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.991388044579534
maxwHBa,,,PC8,0.1561857437980154,0.5462104090891985,,,,,,,,,,,,,0.1561857437980154,0.5462104090891985,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.0035460992907801
StN,,,PC8,0.15613717710678376,0.5460405623948679,,,,,,,,,,,,,0.15613717710678376,0.5460405623948679,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9599797365754812
ntN,,,PC8,0.1556415594465024,0.5443072958470305,,,,,,,,,,,,,0.1556415594465024,0.5443072958470305,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9599797365754812
maxtN,,,PC8,0.1546128935831736,0.5407098612261634,,,,,,,,,,,,,0.1546128935831736,0.5407098612261634,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9599797365754812
mintN,,,PC8,0.15457782509126022,0.5405872202293063,,,,,,,,,,,,,0.15457782509126022,0.5405872202293063,,,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9599797365754812
C2SP1,,,PC8,0.13955333811686002,0.4880438127640552,,,,,,,,,,,,,0.13955333811686002,0.4880438127640552,,,,,Carbon types,integer_low_cardinality,False,False,True,0.9883485309017224
minHaaNH,,,PC8,0.09018331074635257,0.3153877034992833,,,,,,,,,,,,,-0.09018331074635257,-0.3153877034992833,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
maxHaaNH,,,PC8,0.09010701137468138,0.31512087049647297,,,,,,,,,,,,,-0.09010701137468138,-0.31512087049647297,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
SHaaNH,,,PC8,0.08938761610259607,0.3126050122861958,,,,,,,,,,,,,-0.08938761610259607,-0.3126050122861958,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
nHaaNH,,,PC8,0.08857273788903267,0.3097552325843814,,,,,,,,,,,,,-0.08857273788903267,-0.3097552325843814,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9275582573454914
naaNH,,,PC8,0.08857273788903264,0.3097552325843814,,,,,,,,,,,,,-0.08857273788903264,-0.3097552325843814,,,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9275582573454914
minaaNH,,,PC8,0.08808285730245433,0.3080420296434916,,,,,,,,,,,,,-0.08808285730245433,-0.3080420296434916,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
maxaaNH,,,PC8,0.08806854175846116,0.3079919655406439,,,,,,,,,,,,,-0.08806854175846116,-0.3079919655406439,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
SaaNH,,,PC8,0.08709934031965615,0.30460248900132414,,,,,,,,,,,,,-0.08709934031965615,-0.30460248900132414,,,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9275582573454914
nT9Ring,,,PC8,0.07615813306687061,0.2663390653100925,,,,,,,,,,,,,-0.07615813306687061,-0.2663390653100925,,,,,RingCountDescriptor,integer_low_cardinality,False,False,True,0.6058763931104356
nF9Ring,,,PC8,0.07615813306687058,0.2663390653100925,,,,,,,,,,,,,-0.07615813306687058,-0.2663390653100925,,,,,Ring count,integer_low_cardinality,False,False,True,0.6058763931104356
SsF,,,PC9,0.17025837435340196,0.5718879575510285,,,,,,,,,,,,,,,-0.17025837435340196,-0.5718879575510285,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8348530901722391
nsF,,,PC9,0.17007619950032749,0.5712760428358937,,,,,,,,,,,,,,,-0.17007619950032749,-0.5712760428358937,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.8348530901722391
nF,,,PC9,0.17007619950032746,0.5712760428358937,,,,,,,,,,,,,,,-0.17007619950032746,-0.5712760428358937,,,Atom count,integer_low_cardinality,False,False,True,0.8348530901722391
maxsF,,,PC9,0.15161506272196007,0.5092661602304345,,,,,,,,,,,,,,,-0.15161506272196007,-0.5092661602304345,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8348530901722391
minsF,,,PC9,0.15068276919333545,0.5061346405977108,,,,,,,,,,,,,,,-0.15068276919333545,-0.5061346405977108,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8348530901722391
nX,,,PC9,0.14540557491672557,0.48840885255402894,,,,,,,,,,,,,,,-0.14540557491672557,-0.48840885255402894,,,Atom count,integer_low_cardinality,False,False,True,0.7077001013171226
mindsCH,,,PC9,0.1425577460847898,0.4788431614663749,,,,,,,,,,,,,,,0.1425577460847898,0.4788431614663749,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
maxdsCH,,,PC9,0.1366145103167889,0.45888017886705146,,,,,,,,,,,,,,,0.1366145103167889,0.45888017886705146,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
SssssC,,,PC9,0.1290942623614035,0.4336201042315696,,,,,,,,,,,,,,,0.1290942623614035,0.4336201042315696,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.779128672745694
SdsCH,,,PC9,0.12693430310672868,0.42636492696795114,,,,,,,,,,,,,,,0.12693430310672868,0.42636492696795114,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
minssssC,,,PC9,0.12390603551528129,0.41619315260226813,,,,,,,,,,,,,,,0.12390603551528129,0.41619315260226813,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.779128672745694
minHdsCH,,,PC9,0.12069491318506813,0.4054071798250329,,,,,,,,,,,,,,,0.12069491318506813,0.4054071798250329,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
maxHdsCH,,,PC9,0.11799271544587255,0.3963306550911602,,,,,,,,,,,,,,,0.11799271544587255,0.3963306550911602,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
ndsCH,,,PC9,0.1163902829132286,0.3909481775966616,,,,,,,,,,,,,,,0.1163902829132286,0.3909481775966616,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.7781155015197568
nHdsCH,,,PC9,0.11639028291322859,0.3909481775966616,,,,,,,,,,,,,,,0.11639028291322859,0.3909481775966616,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.7781155015197568
SHdsCH,,,PC9,0.10538560112003849,0.3539840927573263,,,,,,,,,,,,,,,0.10538560112003849,0.3539840927573263,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.7781155015197568
maxdsN,,,PC9,0.10262419872293346,0.34470870302772055,,,,,,,,,,,,,,,0.10262419872293346,0.34470870302772055,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9371833839918946
mindsN,,,PC9,0.1025706820076839,0.3445289434999133,,,,,,,,,,,,,,,0.1025706820076839,0.3445289434999133,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9371833839918946
SdsN,,,PC9,0.10157466250566638,0.34118337203623056,,,,,,,,,,,,,,,0.10157466250566638,0.34118337203623056,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.9371833839918946
ndsN,,,PC9,0.1007566190019722,0.33843561157926516,,,,,,,,,,,,,,,0.1007566190019722,0.33843561157926516,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.9371833839918946
nS,,,PC9,0.09462521295122117,0.3178405759659118,,,,,,,,,,,,,,,0.09462521295122117,0.3178405759659118,,,Atom count,integer_low_cardinality,False,False,True,0.7325227963525835
nBondsD2,,,PC9,0.09305672019747334,0.31257210021086534,,,,,,,,,,,,,,,0.09305672019747334,0.31257210021086534,,,Bond count,integer_low_cardinality,False,False,True,0.32016210739615
LipoaffinityIndex,,,PC9,0.09184180823960215,0.3084912817440501,,,,,,,,,,,,,,,-0.09184180823960215,-0.3084912817440501,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.0030395136778115
nHAvin,,,PC9,0.09062352135134882,0.30439912708275774,,,,,,,,,,,,,,,0.09062352135134882,0.30439912708275774,,,Atom type electrotopological state,integer_low_cardinality,False,False,True,0.8449848024316109
SwHBd,,,PC9,0.09041356478706007,0.3036938952186476,,,,,,,,,,,,,,,-0.09041356478706007,-0.3036938952186476,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9822695035460992
maxwHBd,,,PC9,0.0895771761936578,0.30088451467442257,,,,,,,,,,,,,,,-0.0895771761936578,-0.30088451467442257,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9822695035460992
SHCHnX,,,PC9,0.08851104726469954,0.2973034497313118,,,,,,,,,,,,,,,-0.08851104726469954,-0.2973034497313118,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9802431610942248
SHAvin,,,PC9,0.08834847220073852,0.2967573695656201,,,,,,,,,,,,,,,0.08834847220073852,0.2967573695656201,,,Atom type electrotopological state,continuous_float_like,False,False,False,0.8449848024316109
maxHCHnX,,,PC9,0.08755753462799519,0.2941006563511048,,,,,,,,,,,,,,,-0.08755753462799519,-0.2941006563511048,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9802431610942248
minwHBd,,,PC9,0.08710365512344495,0.29257610154540276,,,,,,,,,,,,,,,-0.08710365512344495,-0.29257610154540276,,,Atom type electrotopological state,continuous_float_like,False,False,True,0.9822695035460992
BCUTw-1h,,,PC10,0.19628531365032215,0.6167249437868225,,,,,,,,,,,,,,,,,0.19628531365032215,0.6167249437868225,BCUT,continuous_float_like,False,False,False,0.0146909827760891
ETA_AlphaP,,,PC10,0.18523585162292233,0.5820077317805152,,,,,,,,,,,,,,,,,0.18523585162292233,0.5820077317805152,Extended topochemical atom,continuous_float_like,False,False,False,0.0238095238095238
nS,,,PC10,0.16697872888749904,0.5246441787804574,,,,,,,,,,,,,,,,,0.16697872888749904,0.5246441787804574,Atom count,integer_low_cardinality,False,False,True,0.7325227963525835
ETA_dAlpha_B,,,PC10,0.1629071137629671,0.5118512369036553,,,,,,,,,,,,,,,,,-0.1629071137629671,-0.5118512369036553,Extended topochemical atom,continuous_float_like,False,False,False,0.0759878419452887
ATSm1,,,PC10,0.15919205154466107,0.500178577879196,,,,,,,,,,,,,,,,,0.15919205154466107,0.500178577879196,Autocorrelation (mass),continuous_float_like,False,False,False,0.0151975683890577
ETA_dAlpha_A,,,PC10,0.1397352780020447,0.4390457435056582,,,,,,,,,,,,,,,,,0.1397352780020447,0.4390457435056582,Extended topochemical atom,continuous_float_like,False,False,False,0.9275582573454914
